sample,n,mean,std,min,q01,q05,median,q95,q99,max,skewness,excess_kurtosis,zero_share
in_sample,27639,-0.0003501619604935181,0.07068040986791878,-1.0525124698242294,-0.18440488056987903,-0.10821494090818007,0.0,0.10526275746354227,0.1869811227689268,1.4976612668652578,0.5867431503436463,23.668348615555942,0.029957668511885378
