clock,mean_return,median_absolute_return,mean_absolute_return,mean_volume,observations
14:40,0.0006107380089666521,0.031313606017491225,0.041301543514467895,114299.6546184739,249
14:45,0.0032088616705384615,0.03452707532431987,0.040954924630012636,113660.07630522088,249
14:50,-0.0028718031710345507,0.02752925000173434,0.03758672032784118,110588.39759036145,249
14:55,0.0009463784345866307,0.036279205157718764,0.04507016101539426,114136.08835341365,249
15:00,0.0026357237585822113,0.03400011366121447,0.04100079065670477,112258.6546184739,249
15:05,-0.0031973411398607014,0.034729591890503286,0.04832001721804471,132605.297188755,249
15:10,0.003950342571930081,0.033108471932585815,0.0438267497183892,118088.67068273092,249
15:15,-0.0031696090565813953,0.035257477888706035,0.04266867923390175,115345.38955823293,249
15:20,0.002850626650559134,0.03157437765501925,0.042532966853723576,111148.1124497992,249
15:25,0.003229565774120232,0.03661438986419796,0.04364120976134914,114111.92369477912,249
15:30,0.0034750820671471823,0.031029400605930846,0.038787694440237545,106380.78714859438,249
15:35,-0.0009771496058662025,0.0311235607865612,0.04073973208785128,115940.15662650602,249
15:40,0.004281982504349275,0.02726334460234625,0.039259292151084015,110514.20080321285,249
15:45,-0.006403113970949173,0.033869602355984796,0.04456555907877509,111587.97590361445,249
15:50,0.000384464093390351,0.027310145888925774,0.03873326735806428,106762.81124497992,249
15:55,0.00010657666917843612,0.03076331498981233,0.0392736854878205,107098.70682730923,249
16:00,-0.0024205680689695407,0.030776333242776843,0.03798337733526346,99739.84738955823,249
16:05,-0.006491485350399576,0.03172588859090553,0.040576772891253075,114763.84738955823,249
16:10,-0.003463003541196588,0.029982760137770015,0.0358764035641725,99837.22891566265,249
16:15,0.0007780754129589946,0.03074439899695136,0.041124115998661205,103158.81526104418,249
16:20,0.002537939623088218,0.023390901046305146,0.034512746955608985,102545.06827309237,249
16:25,0.00943367802958296,0.030633735640783755,0.03814809039186865,96688.27309236948,249
16:30,0.004080678556389093,0.024681201277054754,0.033959467368863114,90578.56626506025,249
16:35,0.00010214885299387035,0.03119394862682867,0.044103801344568636,102270.859437751,249
16:40,0.001012560204004705,0.027341080143017393,0.04074327929384368,99118.47791164658,249
16:45,0.0027442584475674474,0.02881785079953403,0.03828260807224536,96893.35742971888,249
16:50,0.004012532471225526,0.026957811189021186,0.037498655704019085,97503.51807228915,249
16:55,0.0036285992258525703,0.027258036421962117,0.03904432883127907,108176.06024096385,249
17:00,-0.004991763760838482,0.030756218765404242,0.03832022257526075,103292.02409638555,249
17:05,-0.012647876949582196,0.03498066382316978,0.042703528897959815,111531.29718875502,249
17:10,-0.009134314137669268,0.027087162785477403,0.033704408918815,81615.18875502008,249
17:15,-0.0017614450647603593,0.02709974658969827,0.033469223259082866,73930.5702811245,249
17:20,0.007216128655964535,0.025398668520715262,0.03425548785172733,67082.53413654618,249
17:25,0.0012255778421772438,0.020174713083243034,0.03232077390055721,62228.83534136546,249
17:30,-0.005165630343706919,0.027350694682759524,0.03530150303684889,61804.97991967871,249
17:35,-0.0020606696081944863,0.02334812058233382,0.0340666636208887,65181.895582329314,249
17:40,0.0012436080707373945,0.019387735379439164,0.029915425201631773,52438.02409638554,249
17:45,-0.002588131727626686,0.01947761054843511,0.028622037325609105,55543.726907630524,249
17:50,0.004194945059569403,0.019405794631133233,0.030192992595787504,52660.180722891564,249
17:55,0.009582340057807028,0.022850179092515077,0.03064592705024786,50134.305220883536,249
18:00,-0.0005800122368135731,0.019855846619165618,0.03170425709381148,47498.32128514056,249
18:05,-0.004490820521541574,0.019857423763092186,0.030872571198034604,36206.787148594376,249
18:10,-0.0002774930515766971,0.01960438360306682,0.02767675265365974,32129.95983935743,249
18:15,-0.00037198559576987156,0.026325191479692478,0.03358979397940614,36166.28112449799,249
18:20,0.002710375094680049,0.026234423461701795,0.03628486303584943,36462.79518072289,249
18:25,0.005221141284999195,0.030365141051547084,0.04187081669617301,22502.93172690763,249
