scale,lag,acf,pacf,n,valid_pairs,white_noise_pointwise_band,pacf_method,sequence,model
5min,6,0.0212633285612882,0.0117316747683407,26568,26562,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,7,0.0136966837960712,0.0046625697021157,26568,26561,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,8,0.0160913075830376,0.0098146563609771,26568,26560,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,9,0.0230978185602044,0.0167481567290198,26568,26559,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,10,0.0193207964663626,0.0107972161376209,26568,26558,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,11,0.0231748680582848,0.0158022064821542,26568,26557,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,12,0.0201597444349752,0.0109235140077868,26568,26556,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,13,0.0270313916116347,0.0186447011899971,26568,26555,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,14,0.0084741054418402,-0.0027356180711485,26568,26554,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,15,0.0166234667982876,0.0110965580880711,26568,26553,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,16,0.0094052328340982,0.001324793466908,26568,26552,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,17,0.0072812736514658,0.0016606910402548,26568,26551,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,18,0.0074850953721861,0.003056628156872,26568,26550,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,19,0.0158585393623921,0.0114991402248458,26568,26549,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,20,0.0040775238534252,-0.0027182774396672,26568,26548,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,21,0.0126776997917333,0.0094332486353079,26568,26547,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,22,0.0035248482410973,-0.002894814519445,26568,26546,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,23,0.0004309422018707,-0.0029724817869905,26568,26545,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,24,0.0012027534026662,-0.0011578624144238,26568,26544,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,AR_BIC
5min,1,0.1598968667436615,0.1598968667436616,26568,26567,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,2,0.0565573273955398,0.0318034381587551,26568,26566,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,3,0.0500383561253051,0.03718470675043,26568,26565,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,4,0.0464451331790831,0.0322383388560402,26568,26564,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,5,0.0249410068160153,0.0099087301176184,26568,26563,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,6,0.0212638272892765,0.0117317871328292,26568,26562,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,7,0.0136968341512568,0.0046626591895721,26568,26561,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,8,0.0160915730280722,0.0098146166959514,26568,26560,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,9,0.0230984602873322,0.0167489198159584,26568,26559,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,10,0.0193209718893054,0.0107976683857931,26568,26558,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,11,0.0231736727373892,0.0158009391655364,26568,26557,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,12,0.0201596194839423,0.0109241018832471,26568,26556,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,13,0.0270311941756912,0.0186445041839421,26568,26555,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,14,0.0084739736221991,-0.0027350156372394,26568,26554,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,15,0.0166240742854329,0.0110965601059762,26568,26553,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,16,0.0094058867071169,0.0013257599054951,26568,26552,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,17,0.0072816997345958,0.0016606526905293,26568,26551,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,18,0.0074841445238252,0.0030554459293324,26568,26550,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,19,0.0158590494826581,0.0114998373321281,26568,26549,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,20,0.0040777553784502,-0.0027177049490142,26568,26548,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,21,0.0126783413675798,0.0094333758958475,26568,26547,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,22,0.0035247176821022,-0.0028946511505922,26568,26546,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,23,0.0004312219012944,-0.0029725931309715,26568,26545,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
5min,24,0.0012022984170285,-0.0011585484731689,26568,26544,0.0120247661725944,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,1,0.1513456043959133,0.1513456043959133,8856,8855,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,2,0.0730321190017242,0.0513017181243014,8856,8854,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,3,0.0450509636023144,0.0275012785021316,8856,8853,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,4,0.0501269071404635,0.0370733455333335,8856,8852,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,5,0.048118250174368,0.0326538452422563,8856,8851,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,6,0.0119360616326179,-0.0054500868068136,8856,8850,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,7,0.0283244459958634,0.0209492868647274,8856,8849,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,8,-0.000950015148126,-0.0124214563740941,8856,8848,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,9,-0.0021719009122142,-0.0063596212327783,8856,8847,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,10,-0.0045784235391252,-0.0058036658084355,8856,8846,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,11,-0.0013547442314595,-0.0009544656212311,8856,8845,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,12,0.0075623076593623,0.007664822754967,8856,8844,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,13,-0.0136234202955307,-0.0148286730681258,8856,8843,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,14,-0.0078334846646826,-0.0045299078979489,8856,8842,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,15,-0.0101844689389738,-0.006653554692006,8856,8841,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,16,-0.009042752253076,-0.0057024728323288,8856,8840,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,17,-0.0041509787649014,-0.0002090420380663,8856,8839,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,18,-0.0074376255854965,-0.0042060803994272,8856,8838,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,19,0.0075271038454394,0.0106994859060284,8856,8837,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,20,0.0050583948192541,0.0053267402527425,8856,8836,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,21,-0.0018450605603682,-0.0032028072164068,8856,8835,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,22,-0.0006047314893811,-0.0001255326249804,8856,8834,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,23,-0.0023620014226072,-0.002553222152982,8856,8833,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,24,-0.0105354754597287,-0.0113815484955532,8856,8832,0.020827505960069,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
15min,1,0.1491293785893628,0.1491293785893628,8856,8855,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,2,0.0737292293389282,0.0526608116699383,8856,8854,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,3,0.0450253208760847,0.0274405389480999,8856,8853,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,4,0.0500923874124665,0.0370593209564895,8856,8852,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,5,0.0480653094302567,0.0327129376095567,8856,8851,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,6,0.0115722769382709,-0.0057280420082452,8856,8850,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,7,0.0283700030382838,0.0209977338186147,8856,8849,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,8,-0.0010131464585473,-0.0123564372105009,8856,8848,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,9,-0.0021637049026949,-0.006424182570805,8856,8847,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,10,-0.0046579800685607,-0.0058644824987819,8856,8846,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,11,-0.0015045538595443,-0.0010839629233754,8856,8845,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,12,0.0076788852370341,0.0078313070480785,8856,8844,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,13,-0.0136524165637784,-0.0148159745337904,8856,8843,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,14,-0.0078899085431111,-0.0046728429039651,8856,8842,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,15,-0.0103399321102896,-0.0067736436773508,8856,8841,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,16,-0.0089921089825678,-0.0056238622910328,8856,8840,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,17,-0.0040308725632512,-0.0001027777064775,8856,8839,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,18,-0.0075536480063297,-0.0043281691432763,8856,8838,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,19,0.007399145705117,0.0105599237739602,8856,8837,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,20,0.0048920045573689,0.0052587362898587,8856,8836,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,21,-0.001872402820643,-0.0031815703667452,8856,8835,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,22,-0.0004942521810753,-7.755644173474827e-06,8856,8834,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,23,-0.0023294232783997,-0.0025281192228224,8856,8833,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,24,-0.0105081361620178,-0.0113774561100345,8856,8832,0.020827505960069,Yule_Walker_MLE,annual_trading_time,AR_BIC
15min,1,0.1491526014298493,0.1491526014298493,8856,8855,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,2,0.073714635508934,0.0526391743086405,8856,8854,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,3,0.0450277330024449,0.0274454074769081,8856,8853,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,4,0.0500939349455146,0.0370606422650965,8856,8852,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,5,0.0480674939833709,0.032713701950286,8856,8851,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,6,0.0115771344178794,-0.0057242506999613,8856,8850,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,7,0.0283685898231457,0.0209960927644042,8856,8849,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,8,-0.001012319434305,-0.0123572271104728,8856,8848,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,9,-0.0021628936695301,-0.0064223672984027,8856,8847,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,10,-0.0046571433202611,-0.0058645352968901,8856,8846,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,11,-0.0015019000550069,-0.001081583146489,8856,8845,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,12,0.0076794044089775,0.0078310058363047,8856,8844,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,13,-0.0136519310963957,-0.0148165586727897,8856,8843,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,14,-0.0078877145630859,-0.0046696910140382,8856,8842,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,15,-0.0103374840545841,-0.0067723638033471,8856,8841,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,16,-0.0089925146943841,-0.0056250921605322,8856,8840,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,17,-0.0040325023976219,-0.0001045452253726,8856,8839,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,18,-0.0075525988214232,-0.0043270930661663,8856,8838,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,19,0.0074008348095934,0.010561766595533,8856,8837,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,20,0.0048936575924798,0.0052592573106277,8856,8836,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,21,-0.0018724269981588,-0.0031819126204835,8856,8835,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,22,-0.0004958525498293,-9.239628183867792e-06,8856,8834,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,23,-0.0023298638916482,-0.0025284417477496,8856,8833,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
15min,24,-0.0105079075607438,-0.0113768716341903,8856,8832,0.020827505960069,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,1,0.1118402876783606,0.1118402876783606,4428,4427,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,2,0.0689925974949493,0.0571998171569486,4428,4426,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,3,0.0451861056221347,0.0320180081966231,4428,4425,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,4,0.0265459909742341,0.0148180170042296,4428,4424,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,5,0.0093878581672174,0.000502119841855,4428,4423,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,6,-0.0068801236309402,-0.0119086477858824,4428,4422,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,7,-0.0041336049348948,-0.0042982198421048,4428,4421,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,8,-0.007547269214334,-0.0063834501113249,4428,4420,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,9,-0.0023006817249167,0.0001761463065497,4428,4419,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,10,0.0048948472860613,0.0067460500299432,4428,4418,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,11,0.0014874756610699,0.0012342927045432,4428,4417,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,12,-0.0221628940011559,-0.023205861974464,4428,4416,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,13,-0.0119097620642943,-0.0079726173909303,4428,4415,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,14,-0.008329941926153,-0.0042268209994968,4428,4414,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,15,0.0022031685105561,0.0061835499701099,4428,4413,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,16,0.0245086947840258,0.0265231904045412,4428,4412,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,17,0.0533637951714079,0.0497574788821395,4428,4411,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,18,0.0429433980649415,0.0298773931197239,4428,4410,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,19,0.0508418155677658,0.0360367527566471,4428,4409,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,20,0.0398736733508799,0.0221651593181246,4428,4408,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,21,0.0181868035320452,0.001951747688435,4428,4407,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,22,-0.0039152685008526,-0.0142319166692579,4428,4406,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,23,-0.0215572692332103,-0.0244210336554739,4428,4405,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,24,-0.0162135045405559,-0.0124237646732806,4428,4404,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
30min,1,0.1110615217199812,0.1110615217199812,4428,4427,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,2,0.0693304887619872,0.0577076312589359,4428,4426,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,3,0.0445151309457758,0.0313400796213232,4428,4425,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,4,0.0268004008982892,0.0152206283918938,4428,4424,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,5,0.0090934009599766,0.0002128006849286,4428,4423,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,6,-0.0071131238745568,-0.0120858335112438,4428,4422,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,7,-0.0042250365492086,-0.0043303342550993,4428,4421,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,8,-0.0076869004015265,-0.0064714729223359,4428,4420,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,9,-0.0021824935667581,0.0003304073499787,4428,4419,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,10,0.004869128714467,0.0067260483926735,4428,4418,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,11,0.0014766250726733,0.001222088831371,4428,4417,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,12,-0.0223039734299702,-0.023352334022011,4428,4416,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,13,-0.0117929852348669,-0.0078592565387532,4428,4415,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,14,-0.0084487111439864,-0.0043543230087913,4428,4414,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,15,0.0020642244407181,0.0060363846834253,4428,4413,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,16,0.0245783731001181,0.0266517313073484,4428,4412,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,17,0.0531738616600329,0.0495846219527236,4428,4411,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,18,0.0427205269116846,0.0297332486159866,4428,4410,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,19,0.0510866061101269,0.0363634688561862,4428,4409,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,20,0.0398594628383516,0.0221902987317552,4428,4408,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,21,0.018090134489139,0.0018659420776746,4428,4407,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,22,-0.0039763726004267,-0.0142317260558072,4428,4406,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,23,-0.0214999397927582,-0.0243300759812112,4428,4405,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,24,-0.0161820138816192,-0.0123964099826015,4428,4404,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,AR_BIC
30min,1,0.1110242496818682,0.1110242496818681,4428,4427,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,2,0.0693359597155506,0.0577210677450498,4428,4426,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,3,0.0444850740502737,0.0313119987874533,4428,4425,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,4,0.026813345537434,0.0152412257002921,4428,4424,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,5,0.009079893781346,0.0001997704725447,4428,4423,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,6,-0.0071217975534789,-0.0120919138659736,4428,4422,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,7,-0.0042289852642699,-0.0043320972140641,4428,4421,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,8,-0.0076914182312066,-0.0064741509918091,4428,4420,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,9,-0.0021757219170213,0.0003382804636271,4428,4419,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,10,0.0048703235828562,0.0067269556581001,4428,4418,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,11,0.0014754269885677,0.0012201266416144,4428,4417,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,12,-0.0223100517287941,-0.0233585994003737,4428,4416,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,13,-0.0117872801638296,-0.0078538654053591,4428,4415,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,14,-0.0084551892747387,-0.0043617551499213,4428,4414,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,15,0.0020577782949282,0.006029673231906,4428,4413,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,16,0.0245805098257581,0.0266566921802164,4428,4412,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,17,0.053166482149362,0.0495784369020397,4428,4411,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,18,0.0427097226435331,0.0297265064937527,4428,4410,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,19,0.051097271867683,0.0363787941626191,4428,4409,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,20,0.0398579280230751,0.0221910641615844,4428,4408,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,21,0.0180844145831784,0.001861443562523,4428,4407,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,22,-0.0039790281904391,-0.0142309259348823,4428,4406,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,23,-0.0214969416550967,-0.0243257068364426,4428,4405,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
30min,24,-0.0161804818939423,-0.012395580889517,4428,4404,0.0294545413991361,Yule_Walker_MLE,annual_trading_time,MA_BIC
60min,1,0.1066088717157725,0.1066088717157725,2214,2213,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,2,0.0503846240099285,0.039467741180748,2214,2212,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,3,0.0061486006618287,-0.0032605384118361,2214,2211,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,4,-0.0072309983745012,-0.0096437598945053,2214,2210,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,5,0.0252921225747844,0.0272836761722211,2214,2209,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,6,-0.0270448380367605,-0.032054549479016,2214,2208,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,7,-0.0017089990669499,0.0020360892505937,2214,2207,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,8,0.0249564171816288,0.0278485839400561,2214,2206,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,9,0.0424782420003164,0.0382124294951981,2214,2205,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,10,0.0383438480783297,0.0268082526662962,2214,2204,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,11,0.0001651703235449,-0.008683616956028,2214,2203,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,12,-0.0236548282171703,-0.0265916394134799,2214,2202,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,13,-0.0109502471060491,-0.0063515712691487,2214,2201,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,14,-0.0244990650856277,-0.020909907599553,2214,2200,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,15,-0.0299259619820867,-0.024377309926176,2214,2199,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,16,-0.0164745431575898,-0.0077712102810087,2214,2198,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,17,0.0270969078077959,0.0320182737612246,2214,2197,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,18,0.0468563324826079,0.0384094093340757,2214,2196,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,19,0.0761564782075364,0.064206392224555,2214,2195,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,20,-0.0095980867956185,-0.0277359538553842,2214,2194,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,21,-0.0348737411963043,-0.0367492829259152,2214,2193,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,22,-0.0168761425491223,-0.0076411317055182,2214,2192,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,23,-0.021817739770399,-0.0130311650079164,2214,2191,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
60min,24,-0.0190156052848312,-0.013175783664982,2214,2190,0.041655011920138,Yule_Walker_MLE,annual_trading_time,ARMA_BIC
