scale,evaluation,horizon_bars,horizon_minutes,model,group_type,group,n,mse,mae,rmse,mse_ratio_vs_zero,mse_gain_vs_zero,n_candidate_origins_all,n_dropped_nonfinite_all
5min,native,1,5.0,MA_BIC,time_band,inicio,2652,0.010737921736487,0.0772671811476961,0.1036239438377399,1.0001201260576262,-0.0001201260576262,23868,0
5min,native,1,5.0,MA_BIC,time_band,meio,18564,0.0064763342083684,0.0555375704925595,0.0804756746375477,1.0002621565730228,-0.0002621565730227,23868,0
5min,native,1,5.0,MA_BIC,gap_group,high,10476,0.0073221095562494,0.0578150795968544,0.0855693260242797,1.0002617143532742,-0.0002617143532741,23868,0
5min,native,1,5.0,MA_BIC,gap_group,low,12312,0.0058303812794565,0.0527477894957554,0.0763569334078876,1.0003539621928328,-0.0003539621928327,23868,0
5min,native,1,5.0,AR_MA_50_50,all,all,23868,0.0065582437755653,0.055464061861568,0.0809829844817125,1.000252005656554,-0.000252005656554,23868,0
5min,native,1,5.0,AR_MA_50_50,time_band,fim,2652,0.0029519843409909,0.0331469210155545,0.0543321667246112,1.0005934817563595,-0.0005934817563595,23868,0
5min,native,1,5.0,AR_MA_50_50,time_band,inicio,2652,0.0107379116025522,0.0772671539416309,0.1036238949400774,1.0001191821922806,-0.0001191821922805,23868,0
5min,native,1,5.0,AR_MA_50_50,time_band,meio,18564,0.0064763282909349,0.055537497399561,0.0804756378721842,1.0002612426324184,-0.0002612426324184,23868,0
5min,native,1,5.0,AR_MA_50_50,gap_group,high,10476,0.0073220999272825,0.0578149792592165,0.0855692697601337,1.0002603989554482,-0.0002603989554481,23868,0
5min,native,1,5.0,AR_MA_50_50,gap_group,low,12312,0.005830373913621,0.0527477379533324,0.0763568851749533,1.0003526983916406,-0.0003526983916406,23868,0
5min,native,1,5.0,ZERO,all,all,23868,0.0065565914774252,0.0554345576935918,0.080972782324836,1.0,0.0,23868,0
5min,native,1,5.0,ZERO,time_band,fim,2652,0.0029502334312724,0.0330784004617459,0.0543160513225371,1.0,0.0,23868,0
5min,native,1,5.0,ZERO,time_band,inicio,2652,0.0107366319872142,0.0772386896239766,0.1036177204305048,1.0,0.0,23868,0
5min,native,1,5.0,ZERO,time_band,meio,18564,0.0064746368397629,0.0555134184509434,0.0804651280975986,1.0,0.0,23868,0
5min,native,1,5.0,ZERO,gap_group,high,10476,0.0073201937564746,0.0577807770170124,0.0855581308612727,1.0,0.0,23868,0
5min,native,1,5.0,ZERO,gap_group,low,12312,0.0058283182751393,0.0527204245785837,0.0763434232605494,1.0,0.0,23868,0
5min,native,1,5.0,TRAIN_MEAN,all,all,23868,0.0065576717017443,0.0554582997293271,0.080979452342828,1.0001647539461311,-0.0001647539461311,23868,0
5min,native,1,5.0,TRAIN_MEAN,time_band,fim,2652,0.0029509038696831,0.033139188260137,0.0543222226136153,1.0002272492757984,-0.0002272492757984,23868,0
5min,native,1,5.0,TRAIN_MEAN,time_band,inicio,2652,0.010737356715422,0.077265859927803,0.1036212174963314,1.0000675005167932,-6.750051679316194e-05,23868,0
5min,native,1,5.0,TRAIN_MEAN,time_band,meio,18564,0.0064758263900848,0.0555313784822863,0.0804725194714621,1.0001837246399028,-0.0001837246399027,23868,0
