date,symbol,observed_minutes,expected_minutes,missing_minutes,anchor_available,coverage,included,sample
2025-09-11,WINV25,540,540,0,True,1.0,True,test
2025-09-12,WINV25,540,540,0,True,1.0,True,test
2025-09-15,WINV25,540,540,0,True,1.0,True,test
2025-09-16,WINV25,540,540,0,True,1.0,True,test
2025-09-17,WINV25,540,540,0,True,1.0,True,test
2025-09-18,WINV25,540,540,0,True,1.0,True,test
2025-09-19,WINV25,540,540,0,True,1.0,True,test
2025-09-22,WINV25,540,540,0,True,1.0,True,test
2025-09-23,WINV25,540,540,0,True,1.0,True,test
2025-09-24,WINV25,540,540,0,True,1.0,True,test
2025-09-25,WINV25,540,540,0,True,1.0,True,test
2025-09-26,WINV25,540,540,0,True,1.0,True,test
2025-09-29,WINV25,533,540,7,True,0.987037037037037,False,test
2025-09-30,WINV25,540,540,0,True,1.0,True,test
2025-10-01,WINV25,540,540,0,True,1.0,True,test
2025-10-02,WINV25,540,540,0,True,1.0,True,test
2025-10-03,WINV25,540,540,0,True,1.0,True,test
2025-10-06,WINV25,540,540,0,True,1.0,True,test
2025-10-07,WINV25,540,540,0,True,1.0,True,test
2025-10-08,WINV25,540,540,0,True,1.0,True,test
2025-10-09,WINV25,540,540,0,True,1.0,True,test
2025-10-10,WINV25,540,540,0,True,1.0,True,test
2025-10-13,WINV25,540,540,0,True,1.0,True,test
2025-10-14,WINV25,540,540,0,True,1.0,True,test
2025-10-15,WINZ25,540,540,0,True,1.0,True,test
2025-10-16,WINZ25,540,540,0,True,1.0,True,test
2025-10-17,WINZ25,540,540,0,True,1.0,True,test
2025-10-20,WINZ25,540,540,0,True,1.0,True,test
2025-10-21,WINZ25,540,540,0,True,1.0,True,test
2025-10-22,WINZ25,540,540,0,True,1.0,True,test
2025-10-23,WINZ25,540,540,0,True,1.0,True,test
2025-10-24,WINZ25,540,540,0,True,1.0,True,test
2025-10-27,WINZ25,540,540,0,True,1.0,True,test
2025-10-28,WINZ25,540,540,0,True,1.0,True,test
2025-10-29,WINZ25,540,540,0,True,1.0,True,test
2025-10-30,WINZ25,540,540,0,True,1.0,True,test
2025-10-31,WINZ25,540,540,0,True,1.0,True,test
2025-11-03,WINZ25,540,540,0,True,1.0,True,test
2025-11-04,WINZ25,540,540,0,True,1.0,True,test
2025-11-05,WINZ25,540,540,0,True,1.0,True,test
2025-11-06,WINZ25,540,540,0,True,1.0,True,test
2025-11-07,WINZ25,540,540,0,True,1.0,True,test
2025-11-10,WINZ25,540,540,0,True,1.0,True,test
2025-11-11,WINZ25,540,540,0,True,1.0,True,test
2025-11-12,WINZ25,540,540,0,True,1.0,True,test
2025-11-13,WINZ25,540,540,0,True,1.0,True,test
2025-11-14,WINZ25,540,540,0,True,1.0,True,test
2025-11-17,WINZ25,540,540,0,True,1.0,True,test
2025-11-18,WINZ25,540,540,0,True,1.0,True,test
2025-11-19,WINZ25,540,540,0,True,1.0,True,test
2025-11-21,WINZ25,540,540,0,True,1.0,True,test
2025-11-24,WINZ25,540,540,0,True,1.0,True,test
2025-11-25,WINZ25,540,540,0,True,1.0,True,test
2025-11-26,WINZ25,540,540,0,True,1.0,True,test
2025-11-27,WINZ25,540,540,0,True,1.0,True,test
2025-11-28,WINZ25,540,540,0,True,1.0,True,test
