p,q,nobs,parameters,sequence,trend,llf,aic,bic,mu_pct,sigma2_pct,sigma_pct,ar,ma,params_json,converged,min_ar_root,min_ma_root,method,attempts,numerical_attempts,status,delta_bic,selected,scale
0,0,26568,2,annual_trading_time,c,32438.815976148973,-64873.63195229795,-64857.25702677183,-0.0006106410656563,0.0050933298577037,0.071367568668855,[],[],"[-0.0006106410656563004, 0.00509332985770374]",True,inf,inf,closed_form_gaussian_ml,1,"[{""method"": ""closed_form_gaussian_ml"", ""converged"": true, ""message"": ""mu=sample_mean; sigma2=sample_variance_ddof0"", ""iterations"": 0}]",eligible,0.0,True,5min
0,1,26568,3,annual_trading_time,c,32438.895488480757,-64871.79097696151,-64847.22858867234,-0.0006106566036937,0.005093299343736,0.0713673548881844,[],[0.0024766804863631596],"[-0.0006106566036937628, 0.0024766804863631596, 0.005093299343736057]",True,inf,403.7662530577101,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 0.0, ""warning"": """"}]",eligible,10.028438099492632,False,5min
1,0,26568,3,annual_trading_time,c,32438.89357504397,-64871.78715008794,-64847.22476179877,-0.0006106562729607,0.0050933001133247,0.0713673602799258,[0.0024170316148685485],[],"[-0.0006106562729607555, 0.0024170316148685485, 0.005093300113324739]",True,413.73062472514886,inf,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 2.7386169744141412e-08, ""warning"": """"}]",eligible,10.032264973058773,False,5min
0,2,26568,4,annual_trading_time,c,32440.87384233188,-64873.74768466376,-64840.99783361153,-0.0006105673162388,0.0050925407830974,0.0713620402111473,[],"[0.002695383700353217, -0.012354876314268643]","[-0.0006105673162388926, 0.002695383700353217, -0.012354876314268643, 0.005092540783097408]",True,inf,8.888228947649546,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 2.7386169881912965e-08, ""warning"": """"}]",eligible,16.259193160301948,False,5min
1,1,26568,4,annual_trading_time,c,32439.47745209407,-64870.95490418814,-64838.20505313591,-0.0006105787977133,0.0050930755356639,0.0713657868706282,[0.9033421283467536],[-0.9063683675879614],"[-0.0006105787977133087, 0.9033421283467536, -0.9063683675879614, 0.0050930755356639315]",True,1.1070002921596762,1.10330417053412,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 1.0954468019275591e-07, ""warning"": """"}]",eligible,19.05197363592015,False,5min
2,0,26568,4,annual_trading_time,c,32440.80975355424,-64873.61950710848,-64840.86965605625,-0.0006105682000155,0.0050925654071616,0.0713622127400888,"[0.0024460776738103075, -0.012010287807112448]",[],"[-0.0006105682000155579, 0.0024460776738103075, -0.012010287807112448, 0.0050925654071616935]",True,9.124798706016891,inf,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 0.0, ""warning"": """"}]",eligible,16.38737071557989,False,5min
0,3,26568,5,annual_trading_time,c,32442.198797029203,-64874.397594058406,-64833.460280243125,-0.0006106505168312,0.0050920328563252,0.071358481320199,[],"[0.002812869358677559, -0.012287327200985536, 0.009990969305041978]","[-0.000610650516831203, 0.002812869358677559, -0.012287327200985536, 0.009990969305041978, 0.0050920328563252]",True,inf,4.248677558299276,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 2.7386169881912965e-08, ""warning"": """"}]",eligible,23.796746528707445,False,5min
1,2,26568,5,annual_trading_time,c,32443.8399725844,-64877.6799451688,-64836.74263135352,-0.0006106130235747,0.0050914070333182,0.0713540961215136,[-0.7303657235715455],"[0.7331181501720264, -0.011134080967150408]","[-0.0006106130235747397, -0.7303657235715455, 0.7331181501720264, -0.011134080967150408, 0.005091407033318212]",True,1.369177068044653,1.3368926387612703,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 6.57268073859394e-07, ""warning"": """"}]",eligible,20.51439541831496,False,5min
2,1,26568,5,annual_trading_time,c,32443.845211281696,-64877.69042256339,-64836.75310874811,-0.00061061400891,0.0050914022288078,0.0713540624548302,"[-0.7427969965208104, -0.011068162774037068]",[0.7455233527288421],"[-0.0006106140089100769, -0.7427969965208104, -0.011068162774037068, 0.7455233527288421, 0.00509140222880781]",True,1.374410240064293,1.3413396057141551,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 1.3693084872070706e-07, ""warning"": """"}]",eligible,20.50391802372178,False,5min
3,0,26568,5,annual_trading_time,c,32442.14703242868,-64874.29406485736,-64833.35675104208,-0.0006106512089299,0.0050920526211313,0.0713586198096024,"[0.0025666646679181593, -0.012034732406464585, 0.010033293611897165]",[],"[-0.0006106512089299112, 0.0025666646679181593, -0.012034732406464585, 0.010033293611897165, 0.00509205262113138]",True,4.44133965266433,inf,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 2.7386169744141412e-08, ""warning"": """"}]",eligible,23.90027572975669,False,5min
0,4,26568,6,annual_trading_time,c,32444.165069508505,-64876.33013901701,-64827.20536243867,-0.0006106182567407,0.0050912791129943,0.0713531997390047,[],"[0.0026469620830136976, -0.01214676561667013, 0.010166455715694871, -0.012230216255683383]","[-0.0006106182567407917, 0.0026469620830136976, -0.01214676561667013, 0.010166455715694871, -0.012230216255683383, 0.005091279112994311]",True,inf,2.742356163622416,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 0.0, ""warning"": """"}]",eligible,30.05166433316481,False,5min
1,3,26568,6,annual_trading_time,c,32443.873072305265,-64875.74614461053,-64826.62136803219,-0.0006106281964543,0.0050913908002532,0.0713539823713665,[-0.7017920414562341],"[0.7045345242825484, -0.010309881958880478, 0.002064515838842523]","[-0.0006106281964543093, -0.7017920414562341, 0.7045345242825484, -0.010309881958880478, 0.002064515838842523, 0.005091390800253282]",True,1.424923539920712,1.3836014112776056,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 2.7386169881912965e-08, ""warning"": """"}]",eligible,30.635658739643983,False,5min
2,2,26568,6,annual_trading_time,c,32443.87239850048,-64875.74479700095,-64826.62002042261,-0.0006106249220698,0.0050913912888962,0.071353985795443,"[-0.8673856399833743, -0.11837220420147909]","[0.8701108324365928, 0.10837714927367477]","[-0.0006106249220698718, -0.8673856399833743, -0.11837220420147909, 0.8701108324365928, 0.10837714927367477, 0.005091391288896285]",True,1.4332128307558412,1.3898970402172948,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 3.286340405782677e-07, ""warning"": """"}]",eligible,30.637006349221338,False,5min
3,1,26568,6,annual_trading_time,c,32443.87361310023,-64875.74722620046,-64826.62244962212,-0.0006106278749096,0.0050913867911199,0.0713539542780911,"[-0.718704629435744, -0.010271550979689424, 0.0018545586747439077]",[0.7214436530937793],"[-0.0006106278749096089, -0.718704629435744, -0.010271550979689424, 0.0018545586747439077, 0.7214436530937793, 0.0050913867911199255]",True,1.4280527453156775,1.3861096368533878,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 7.941989225801011e-07, ""warning"": """"}]",eligible,30.63457714971446,False,5min
4,0,26568,6,annual_trading_time,c,32444.104385999555,-64876.20877199911,-64827.08399542077,-0.0006106181515856,0.0050913023203004,0.0713533623615627,"[0.002689690578056935, -0.01218090168326123, 0.010064447020056792, -0.012138755188821671]",[],"[-0.0006106181515856871, 0.002689690578056935, -0.01218090168326123, 0.010064447020056792, -0.012138755188821671, 0.005091302320300473]",True,2.8704278728752164,inf,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 2.7386169744141412e-08, ""warning"": """"}]",eligible,30.1730313510634,False,5min
0,5,26568,7,annual_trading_time,c,32444.21359964383,-64874.42719928766,-64817.114959946266,-0.0006106188883457,0.0050912604202397,0.0713530687513837,[],"[0.002668826396388961, -0.012134593563614987, 0.01017008749387506, -0.012205058859134229, -0.0019296992735308748]","[-0.0006106188883457065, 0.002668826396388961, -0.012134593563614987, 0.01017008749387506, -0.012205058859134229, -0.0019296992735308748, 0.005091260420239701]",True,inf,2.8349794097185383,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 2.7386169881912965e-08, ""warning"": """"}]",eligible,40.14206682556687,False,5min
1,4,26568,7,annual_trading_time,c,32444.20808548238,-64874.41617096476,-64817.103931623365,-0.0006106187545429,0.0050912619165611,0.0713530792367165,[0.12994568282257843],"[-0.1272775785529738, -0.012482280826359363, 0.01174770729036856, -0.013563568029870406]","[-0.0006106187545429574, 0.12994568282257843, -0.1272775785529738, -0.012482280826359363, 0.01174770729036856, -0.013563568029870406, 0.005091261916561145]",True,7.695523069938012,2.772607509199955,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 1.643170192914778e-07, ""warning"": """"}]",eligible,40.1530951484674,False,5min
2,3,26568,7,annual_trading_time,c,32443.874868263098,-64873.7497365262,-64816.4374971848,-0.0006106279296667,0.0050913917543198,0.0713539890568131,"[-0.7738905566925183, -0.05334555114484165]","[0.7766309516221375, 0.04325249910051162, 0.0013074057308556034]","[-0.0006106279296667192, -0.7738905566925183, -0.05334555114484165, 0.7766309516221375, 0.04325249910051162, 0.0013074057308556034, 0.005091391754319815]",True,1.4339007665538368,1.3908132361806065,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 3.012478671855555e-07, ""warning"": """"}]",eligible,40.819529587031866,False,5min
3,2,26568,7,annual_trading_time,c,32443.87456952424,-64873.74913904848,-64816.436899707085,-0.0006106275988427,0.0050913903661177,0.0713539793292408,"[-0.775091984524622, -0.05239502108925975, 0.0012536581311150788]","[0.7778315176584187, 0.04228976355761312]","[-0.0006106275988427477, -0.775091984524622, -0.05239502108925975, 0.0012536581311150788, 0.7778315176584187, 0.04228976355761312, 0.005091390366117733]",True,1.4339314778601224,1.390790998028116,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 3, ""gls_iterations"": 2, ""gradient_per_observation"": 8.215851014456692e-08, ""warning"": """"}]",eligible,40.820127064747794,False,5min
4,1,26568,7,annual_trading_time,c,32444.153959959018,-64874.30791991804,-64816.99568057664,-0.0006106180212796,0.0050912896818653,0.0713532737992122,"[0.13812928456506393, -0.012528993028453742, 0.011694520116933267, -0.0135372085278843]",[-0.13545930944458928],"[-0.0006106180212796296, 0.13812928456506393, -0.012528993028453742, 0.011694520116933267, -0.0135372085278843, -0.13545930944458928, 0.005091289681865346]",True,2.874001848657754,7.382290697481062,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 1.259763808230505e-06, ""warning"": """"}]",eligible,40.26134619519144,False,5min
5,0,26568,7,annual_trading_time,c,32444.162717538224,-64874.32543507645,-64817.01319573505,-0.0006106180732654,0.0050912799630362,0.0713532056955838,"[0.0026644126102034343, -0.012159622392293899, 0.01003895713635812, -0.012133205316346329, -0.002095599484818615]",[],"[-0.0006106180732654237, 0.0026644126102034343, -0.012159622392293899, 0.01003895713635812, -0.012133205316346329, -0.002095599484818615, 0.005091279963036294]",True,2.853461663528289,inf,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 5.477233976382593e-08, ""warning"": """"}]",eligible,40.24383103677974,False,5min
1,5,26568,8,annual_trading_time,c,32444.21381159027,-64872.42762318054,-64806.92792107609,-0.0006106189159444,0.0050912595957961,0.0713530629741722,[0.022336038523338594],"[-0.019666425745532214, -0.01219416851220542, 0.01044127726170231, -0.012432277154099221, -0.0016620653216364264]","[-0.0006106189159444989, 0.022336038523338594, -0.019666425745532214, -0.01219416851220542, 0.01044127726170231, -0.012432277154099221, -0.0016620653216364264, 0.005091259595796192]",True,44.77069642206763,2.819381854964077,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 1.9170318917339074e-07, ""warning"": """"}]",eligible,50.329105695745966,False,5min
2,4,26568,8,annual_trading_time,c,32444.281982974146,-64872.56396594829,-64807.06426384383,-0.0006106191575149,0.0050912341602782,0.0713528847369061,"[0.17195329501099454, -0.1704625988404682]","[-0.16928135504350586, 0.15785210554458115, 0.012577548843217734, -0.015715910237969952]","[-0.0006106191575149086, 0.17195329501099454, -0.1704625988404682, -0.16928135504350586, 0.15785210554458115, 0.012577548843217734, -0.015715910237969952, 0.005091234160278219]",True,2.422063066915223,2.0967643927986934,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 1.0954467958466077e-07, ""warning"": """"}]",eligible,50.1927629280035,False,5min
3,3,26568,8,annual_trading_time,c,32447.47660135803,-64878.95320271606,-64813.453500611606,-0.0006107352031203,0.005090008532143,0.0713442957225249,"[-1.9417752083263138, -1.9067121920804335, -0.8210181721877754]","[1.9496113930530634, 1.9122538022910702, 0.8264735301401064]","[-0.0006107352031203422, -1.9417752083263138, -1.9067121920804335, -0.8210181721877754, 1.9496113930530634, 1.9122538022910702, 0.8264735301401064, 0.005090008532143093]",True,1.008945998047004,1.0106249896931414,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 5.559392458060707e-06, ""warning"": """"}]",eligible,43.80352616022719,False,5min
4,2,26568,8,annual_trading_time,c,32444.248340551807,-64872.496681103614,-64806.99697899916,-0.0006106179682588,0.0050912485150007,0.0713529853264792,"[0.18288428266980844, -0.193604629934812, 0.012533447963154656, -0.01588878343878462]","[-0.18024292578529835, 0.1810112443504745]","[-0.0006106179682588226, 0.18288428266980844, -0.193604629934812, 0.012533447963154656, -0.01588878343878462, -0.18024292578529835, 0.1810112443504745, 0.005091248515000764]",True,2.5983108760137004,2.350429466312361,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 6.024957377156343e-07, ""warning"": """"}]",eligible,50.26004777267372,False,5min
5,1,26568,8,annual_trading_time,c,32444.395476247184,-64872.79095249437,-64807.29125038991,-0.0006106189706344,0.005091190791365,0.0713525808318456,"[0.9006016779716611, -0.014575242782544125, 0.020977047021889843, -0.021170568512838293, 0.008839691854938351]",[-0.8979563819444231],"[-0.0006106189706344182, 0.9006016779716611, -0.014575242782544125, 0.020977047021889843, -0.021170568512838293, 0.008839691854938351, -0.8979563819444231, 0.005091190791365071]",True,1.11762854122232,1.113639838312205,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 8.21585096457389e-08, ""warning"": """"}]",eligible,49.96577638191957,False,5min
2,5,26568,9,annual_trading_time,c,32446.511138165108,-64875.022276330215,-64801.33511146271,-0.0006106329601043,0.0050903810534941,0.0713469064045117,"[1.2211952706565876, -0.9228710071761239]","[-1.218601238527876, 0.9074737555617219, 0.02756739497233327, -0.030640402649757096, 0.013090234503722643]","[-0.0006106329601043952, 1.2211952706565876, -0.9228710071761239, -1.218601238527876, 0.9074737555617219, 0.02756739497233327, -0.030640402649757096, 0.013090234503722643, 0.005090381053494152]",True,1.0409491113614018,1.0447082917266302,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 1.506239343505213e-06, ""warning"": """"}]",eligible,55.921915309125325,False,5min
3,4,26568,9,annual_trading_time,c,32445.658723810324,-64873.31744762065,-64799.63028275314,-0.0006106611795106,0.005090703259656,0.0713491643935374,"[-0.21658132382159256, 0.00441803116663908, 0.860132947688527]","[0.21926511245763505, -0.011691888223251547, -0.8607668222596243, -0.006424149886913566]","[-0.0006106611795106148, -0.21658132382159256, 0.00441803116663908, 0.860132947688527, 0.21926511245763505, -0.011691888223251547, -0.8607668222596243, -0.006424149886913566, 0.005090703259656037]",True,1.014616173649136,1.0168442542518166,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 3.8888361036680804e-06, ""warning"": """"}]",eligible,57.62674401869299,False,5min
4,3,26568,9,annual_trading_time,c,32445.54255599722,-64873.08511199444,-64799.39794712693,-0.0006106361253425,0.0050907571528968,0.0713495420650813,"[-0.1481728388989781, 0.03921949643929969, 0.7854437441105301, -0.0067163002836287565]","[0.15081215305123047, -0.04953039091933234, -0.7817421318188823]","[-0.0006106361253425853, -0.1481728388989781, 0.03921949643929969, 0.7854437441105301, -0.0067163002836287565, 0.15081215305123047, -0.04953039091933234, -0.7817421318188823, 0.005090757152896809]",True,1.0620504558889403,1.067319521123809,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 4, ""gls_iterations"": 2, ""gradient_per_observation"": 1.2871499779746464e-06, ""warning"": """"}]",eligible,57.85907964489888,False,5min
5,2,26568,9,annual_trading_time,c,32446.467069100792,-64874.93413820159,-64801.24697333408,-0.0006106326472794,0.0050903960913051,0.0713470117895985,"[1.2171103373226153, -0.9318513145666296, 0.02706657905544098, -0.030374967790359197, 0.013026355351590467]","[-1.2146618377478617, 0.9168711686620492]","[-0.0006106326472794833, 1.2171103373226153, -0.9318513145666296, 0.02706657905544098, -0.030374967790359197, 0.013026355351590467, -1.2146618377478617, 0.9168711686620492, 0.005090396091305112]",True,1.0406072991746789,1.044349448660075,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 1.1502191292539395e-06, ""warning"": """"}]",eligible,56.01005343775614,False,5min
3,5,26568,10,annual_trading_time,c,32446.05743456364,-64872.11486912728,-64790.24024149672,-0.0006106432290847,0.0050905531763105,0.0713481126331351,"[-0.19974888979197647, 0.01938581289270591, 0.8885084820443705]","[0.20251935337900587, -0.030979306282929966, -0.889506854162751, -0.005248537610355275, 0.006211939337728375]","[-0.0006106432290847227, -0.19974888979197647, 0.01938581289270591, 0.8885084820443705, 0.20251935337900587, -0.030979306282929966, -0.889506854162751, -0.005248537610355275, 0.006211939337728375, 0.005090553176310544]",True,1.0094837794763805,1.0112698983470685,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 3, ""gradient_per_observation"": 3.4232712180176766e-06, ""warning"": """"}]",eligible,67.01678527511831,False,5min
4,4,26568,10,annual_trading_time,c,32449.32738851809,-64878.65477703618,-64796.78014940561,-0.0006105149665669,0.0050892864772783,0.0713392351884878,"[0.057855879154919604, -0.2832116769024807, 0.1263093608069498, 0.6782342055168429]","[-0.05385988293425073, 0.27045296384670514, -0.11634252969212189, -0.6929994275566854]","[-0.0006105149665669722, 0.057855879154919604, -0.2832116769024807, 0.1263093608069498, 0.6782342055168429, -0.05385988293425073, 0.27045296384670514, -0.11634252969212189, -0.6929994275566854, 0.005089286477278386]",True,1.0103243965340107,1.0098410900708656,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 3, ""gradient_per_observation"": 1.089969561300136e-05, ""warning"": """"}]",eligible,60.47687736622174,False,5min
5,3,26568,10,annual_trading_time,c,32446.02873277099,-64872.05746554198,-64790.18283791141,-0.0006106433375215,0.0050905609143079,0.0713481668601792,"[-0.1947791290374596, 0.012948952910469396, 0.8854037844674556, -0.005215067197960916, 0.005952155872870228]","[0.19743094413889495, -0.024363708457268318, -0.8863418224281143]","[-0.0006106433375215601, -0.1947791290374596, 0.012948952910469396, 0.8854037844674556, -0.005215067197960916, 0.005952155872870228, 0.19743094413889495, -0.024363708457268318, -0.8863418224281143, 0.005090560914307979]",True,1.0097520334192138,1.0115627463536394,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 3, ""gradient_per_observation"": 6.572680771659112e-07, ""warning"": """"}]",eligible,67.07418886042433,False,5min
4,5,26568,11,annual_trading_time,c,32448.14514591529,-64874.29029183058,-64784.22820143696,-0.0006105207093673,0.0050897472930466,0.0713424648652304,"[-0.3924548739717568, 0.42660642771062074, -0.7873913300286375, -0.6073842017147806]","[0.3951138323995505, -0.43925090336136235, 0.7893655745255483, 0.6077940175942625, -0.016435535259557175]","[-0.0006105207093673104, -0.3924548739717568, 0.42660642771062074, -0.7873913300286375, -0.6073842017147806, 0.3951138323995505, -0.43925090336136235, 0.7893655745255483, 0.6077940175942625, -0.016435535259557175, 0.005089747293046638]",True,1.0007910568558935,1.0004426246873095,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 14, ""gradient_per_observation"": 3.642360575970808e-06, ""warning"": """"}]",eligible,73.02882533487718,False,5min
5,4,26568,11,annual_trading_time,c,32447.581455960903,-64873.16291192181,-64783.10082152819,-0.0006105789389944,0.0050899769740713,0.0713440745547331,"[-0.43918533419695316, 0.3721214801456557, -0.6976707442401965, -0.6936466384021334, -0.011986705618206129]","[0.4417979721282046, -0.38181595729506984, 0.7007979931569903, 0.6902609454232901]","[-0.0006105789389944835, -0.43918533419695316, 0.3721214801456557, -0.6976707442401965, -0.6936466384021334, -0.011986705618206129, 0.4417979721282046, -0.38181595729506984, 0.7007979931569903, 0.6902609454232901, 0.005089976974071318]",True,1.022644717654574,1.0247210869395296,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 2, ""gradient_per_observation"": 4.21747016400944e-06, ""warning"": """"}]",eligible,74.15620524364203,False,5min
5,5,26568,12,annual_trading_time,c,32450.146398366716,-64876.29279673343,-64778.04324357674,-0.0006106875240775,0.0050889862178177,0.0713371307091741,"[-0.7024408767007597, -0.4441002337270139, -0.33911890566355307, -0.8307573256748036, -0.814430928340764]","[0.712036104601868, 0.4424279347292528, 0.3449880829764, 0.8268214260994304, 0.8161403953163598]","[-0.0006106875240775163, -0.7024408767007597, -0.4441002337270139, -0.33911890566355307, -0.8307573256748036, -0.814430928340764, 0.712036104601868, 0.4424279347292528, 0.3449880829764, 0.8268214260994304, 0.8161403953163598, 0.005088986217817792]",True,1.010930553487308,1.0128242205525246,innovations_mle_gls,1,"[{""method"": ""innovations_mle_gls"", ""converged"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 1, ""gls_iterations"": 4, ""gradient_per_observation"": 1.8622595529392333e-06, ""warning"": """"}]",eligible,79.21378319508949,False,5min
0,0,8856,2,annual_trading_time,c,6090.573179495677,-12177.146358991356,-12162.968658042577,-0.0018319231969689,0.014796786293419,0.1216420416361836,[],[],"[-0.001831923196968992, 0.014796786293419038]",True,inf,inf,closed_form_gaussian_ml,1,"[{""method"": ""closed_form_gaussian_ml"", ""converged"": true, ""message"": ""mu=sample_mean; sigma2=sample_variance_ddof0"", ""iterations"": 0}]",eligible,0.0,True,15min
