sample,n,mean,std,min,q01,q05,median,q95,q99,max,skewness,excess_kurtosis,zero_share,scale,label,bar_minutes,equivalent_minutes,train_days,returns_per_session,std_per_sqrt_minute
in_sample,132840,-0.00012212821313124079,0.032106131501210944,-0.8253248856750988,-0.08644774404077882,-0.05046495801441329,0.0,0.04919127748997522,0.0857187318200205,0.8873379879298456,0.22885484708813972,20.185143530802147,0.06732911773562181,1min,1 minuto,1.0,1,246,540,0.032106131501210944
in_sample,26568,-0.0006106410656563001,0.07136891181819634,-0.9995296235547161,-0.18728686886386883,-0.110315299883821,0.0,0.10630696627265997,0.18817624076092565,1.4976612668652336,0.6784420291376605,21.75851848521437,0.029320987654320986,5min,5 minutos,5.0,5,246,108,0.03191714766113502
in_sample,8856,-0.001831923196968992,0.12164890999347075,-0.930916370881976,-0.3311984501771268,-0.19096970823224396,0.0,0.18212152557220493,0.3355706323730806,1.5288207127167937,0.4881900084441883,8.438392698141433,0.01592140921409214,15min,15 minutos,15.0,15,246,36,0.03140961349926648
in_sample,4428,-0.0036638463939379848,0.1711373905902336,-1.1094909046871266,-0.4637073014817219,-0.2745406841351172,0.0,0.2544517473482829,0.4889728925093902,1.5601061535100795,0.18424192681561327,5.072715541515965,0.012420957542908763,30min,30 minutos,30.0,30,246,18,0.03124526975294777
in_sample,2214,-0.007327692787875979,0.2446160441255266,-2.034133593618423,-0.6638355143807313,-0.3986456929720277,-0.003912827532565603,0.35847457114969,0.6318726613399002,1.936768909542139,0.015836518947332574,5.915124561170998,0.008581752484191508,60min,60 minutos,60.0,60,246,9,0.03157979550377677
in_sample,246,-0.065483154884658,0.784950414733,-3.4618841654594936,-2.0672419738839287,-1.3231388798862325,-0.02972181260695478,1.1669863019269073,1.5466237960830318,1.8433879044918307,-0.5302445742112897,1.2440306182977707,0.0,1d,1 dia,,540,246,1,0.03377888759843904
