lag,minutes,acf,pacf,acf_ci_95,pacf_ci_95,acf_n_pairs,pacf_nobs,acf_conventional,pacf_conventional,acf_significant,pacf_significant,scale,label,bar_minutes,separation_value,separation_unit
28,420.0,-0.024154856742920422,-0.01195582612845656,0.04418181209870418,0.04418181209870418,1968,1968,-0.005881918910155115,-0.006720178243643732,False,False,15min,15 minutos,15.0,420,minutos
29,435.0,0.039367425038294046,0.02335630195671617,0.04723234388576423,0.04723234388576423,1722,1722,0.014773181314003838,0.015378816113191737,False,False,15min,15 minutos,15.0,435,minutos
30,450.0,0.04638982700246224,0.02295710387856978,0.05101676221694465,0.05101676221694465,1476,1476,-0.005302821076453453,-0.005163960026638476,False,False,15min,15 minutos,15.0,450,minutos
0,0.0,1.0,1.0,0.029454541399136124,0.029454541399136124,4428,4428,1.0,1.0,False,False,30min,30 minutos,30.0,0,minutos
1,30.0,0.009532872656896908,0.009090386781477187,0.030308473055839787,0.030308473055839787,4182,4182,0.006420803714450037,0.006420803714450039,False,False,30min,30 minutos,30.0,30,minutos
2,60.0,-0.02443118836656809,-0.02274302054437439,0.031241258940103576,0.031241258940103576,3936,3936,-0.021722883861792164,-0.02176500788202479,False,False,30min,30 minutos,30.0,60,minutos
3,90.0,-0.0063283312201733105,-0.0052571979874587085,0.03226583349055326,0.03226583349055326,3690,3690,-0.0033370167040843845,-0.0030563275119398748,False,False,30min,30 minutos,30.0,90,minutos
4,120.0,0.027166520865406232,0.02128693092946341,0.033398310652958854,0.033398310652958854,3444,3444,0.004885064002474081,0.004456331877163325,False,False,30min,30 minutos,30.0,120,minutos
5,150.0,0.04658884936991735,0.035694849389335,0.03465906492879729,0.03465906492879729,3198,3198,0.037247777256730605,0.037068282046952776,True,True,30min,30 minutos,30.0,150,minutos
6,180.0,0.0016207512286407538,0.0031148905641576645,0.0360742985177832,0.0360742985177832,2952,2952,-0.008707562680816258,-0.009009949436182187,False,False,30min,30 minutos,30.0,180,minutos
7,210.0,-0.0064011709991777304,-0.0031606584229858037,0.037678375957330826,0.037678375957330826,2706,2706,-0.014690879982100993,-0.012969001704008989,False,False,30min,30 minutos,30.0,210,minutos
8,240.0,0.01370121178738558,0.008434481381442791,0.03951741408873008,0.03951741408873008,2460,2460,-0.0019667178691064728,-0.0019808814580627872,False,False,30min,30 minutos,30.0,240,minutos
9,270.0,0.003308575213083945,0.00016170059406385104,0.041655011920138096,0.041655011920138096,2214,2214,0.003700618040284632,0.0027639482349405362,False,False,30min,30 minutos,30.0,270,minutos
10,300.0,0.033878090260691315,0.020267292257503188,0.04418181209870418,0.04418181209870418,1968,1968,0.0027973308462084295,0.001304655880434953,False,False,30min,30 minutos,30.0,300,minutos
11,330.0,-0.019737625001928393,-0.009746637448825847,0.04723234388576423,0.04723234388576423,1722,1722,-0.0053817583021911145,-0.004516897828420501,False,False,30min,30 minutos,30.0,330,minutos
12,360.0,0.03250503346338765,0.019322960336773918,0.05101676221694465,0.05101676221694465,1476,1476,0.002470083547991155,0.0036067965092141554,False,False,30min,30 minutos,30.0,360,minutos
13,390.0,0.03843213552739755,0.018615418217507746,0.0558860629541957,0.0558860629541957,1230,1230,0.020147497003035343,0.01982846471757298,False,False,30min,30 minutos,30.0,390,minutos
14,420.0,0.03571630415447681,0.017705556806954337,0.06248251788020715,0.06248251788020715,984,984,0.011038225758336472,0.010429424021678391,False,False,30min,30 minutos,30.0,420,minutos
15,450.0,0.062296060508145006,0.028007810047141864,0.0721485970355664,0.0721485970355664,738,738,-0.006108548351460401,-0.005519442135246543,False,False,30min,30 minutos,30.0,450,minutos
16,480.0,0.011425434578520698,-0.0009257603964516436,0.08836362419740836,0.08836362419740836,492,492,-0.01397652847166199,-0.012938417658329895,False,False,30min,30 minutos,30.0,480,minutos
17,510.0,0.042336198813889545,0.01791536075212866,0.1249650357604143,0.1249650357604143,246,246,-0.0012858103649718475,-0.0017176666553360876,False,False,30min,30 minutos,30.0,510,minutos
0,0.0,1.0,1.0,0.041655011920138096,0.041655011920138096,2214,2214,1.0,1.0,False,False,60min,60 minutos,60.0,0,minutos
1,60.0,-0.04534359430410923,-0.04210527477314138,0.04418181209870418,0.04418181209870418,1968,1968,-0.04084120602719234,-0.04084120602719235,True,False,60min,60 minutos,60.0,60,minutos
2,120.0,0.07488152278942796,0.05732895232357269,0.04723234388576423,0.04723234388576423,1722,1722,0.031720376113697574,0.03010258323649473,True,True,60min,60 minutos,60.0,120,minutos
3,180.0,0.012105101235815752,0.012512533617839822,0.05101676221694465,0.05101676221694465,1476,1476,0.005195813816769239,0.007701553652587997,False,False,60min,60 minutos,60.0,180,minutos
