p,q,nobs,parameters,llf,aic,bic,mu_pct,sigma_pct,ar,ma,converged,message,starts,gradient_max,min_ar_root,min_ma_root,status,delta_bic,selected,scale
0,0,4428,2,1534.1381138534243,-3064.2762277068487,-3051.4848211191916,-0.003663846393937983,0.17111806504214078,[],[],True,closed_form,1,0.0,inf,inf,eligible,0.0,True,30min
0,1,4428,3,1534.3366971773394,-3062.6733943546787,-3043.4862844731933,-0.0036626181569718607,0.17110990877857016,[],[0.01007276326274294],True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,1.221245327094925e-07,inf,99.27762361881295,eligible,7.998536645998229,False,30min
1,0,4428,3,1534.3273988550463,-3062.6547977100927,-3043.4676878286073,-0.003662725363382797,0.17111031216662628,[0.009601480174478993],[],True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,2.2204460492635e-08,104.15060822163946,inf,eligible,8.017133290584297,False,30min
0,2,4428,4,1535.4494960542988,-3062.8989921085977,-3037.3161789332835,-0.003651078072282621,0.17106179537526475,[],"[0.009637642122789775, -0.023245649436441602]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,4.440892098527e-08,inf,6.354847272813387,eligible,14.168642185908084,False,30min
1,1,4428,4,1534.735843946084,-3061.471687892168,-3035.888874716854,-0.0036640352916003805,0.1710928556490195,[-0.5593704943431517],[0.5736844305571429],True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,1.6653345285698298e-08,1.7877238969750513,1.7431185974993846,eligible,15.595946402337631,False,30min
2,0,4428,4,1535.5062038879169,-3063.0124077758337,-3037.4295946005195,-0.003650239956334165,0.171059098714247,"[0.00985832785244277, -0.02441192180801517]",[],True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0.0,6.400280603233016,inf,eligible,14.055226518672043,False,30min
0,3,4428,5,1535.4998524907887,-3060.9997049815775,-3029.021188512435,-0.003645126260719939,0.17105955370190556,[],"[0.009974986333830881, -0.022974442660825326, -0.0054178336126174285]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,2.2204460492635e-08,inf,4.658785603878085,eligible,22.46363260675662,False,30min
1,2,4428,5,1535.4646806032515,-3060.929361206503,-3028.9508447373605,-0.003649228397799891,0.17106115801890184,[0.06797989314315002],"[-0.05823714687221235, -0.023939544397797177]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,6.106226634415364e-08,14.710232007782507,5.36023932698284,eligible,22.533976381831053,False,30min
2,1,4428,5,1535.526871035645,-3061.05374207129,-3029.0752256021474,-0.0036481794873617973,0.17105817388557082,"[0.08572892968243, -0.02530447021769186]",[-0.07590167196141769],True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0.0,6.28639079283778,13.174940342662277,eligible,22.40959551704418,False,30min
3,0,4428,5,1535.57309095032,-3061.14618190064,-3029.1676654314974,-0.003643868954729071,0.17105593883349435,"[0.009747565991450395, -0.024387611442243617, -0.006238925848705476]",[],True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,3.885780586211125e-08,4.715133021974417,inf,eligible,22.31715568769414,False,30min
0,4,4428,6,1536.616611313414,-3061.233222626828,-3022.859002863857,-0.003657261915680328,0.17100270926619313,[],"[0.007940813486616951, -0.02365293454437123, -0.0040390285016985135, 0.027142739593503176]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,1.2767564783265126e-07,inf,2.430289574307165,eligible,28.625818255334707,False,30min
1,3,4428,6,1535.583393585599,-3059.166787171198,-3020.7925674082267,-0.0036417129539497383,0.17105569078149335,[-0.2924559323575428],"[0.30243473416938715, -0.019975586527543842, -0.015030058612070995]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,3.33066907389525e-07,3.419318568574794,3.602394433701432,eligible,30.692253710964906,False,30min
2,2,4428,6,1538.2350659540234,-3064.470131908047,-3026.0959121450755,-0.0036527326118375027,0.17089503548258975,"[0.35478782350160953, -0.8104845138848212]","[-0.3470064206453001, 0.7799896099249306]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,5.162537067224309e-07,1.1107789460709372,1.1322845755297992,eligible,25.38890897411602,False,30min
3,1,4428,6,1538.2910877357817,-3064.5821754715635,-3026.207955708592,-0.0036456626841942816,0.1700683034484254,"[0.9954803725222428, -0.03370638199378535, 0.03785825111687477]",[-0.9967310391259758],True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,0.00025545121573751934,1.0003530466996229,1.0032796820262473,numerical_or_root_restriction,25.276865410599385,False,30min
4,0,4428,6,1536.7322347035279,-3061.4644694070557,-3023.0902496440845,-0.003655012346382812,0.17099653920933078,"[0.00972378926795295, -0.02393121053461818, -0.005675513314553309, 0.02779075739636229]",[],True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,6.661338146634942e-08,2.3619590910897026,inf,eligible,28.394571475107114,False,30min
0,5,4428,7,1539.8124054918053,-3065.6248109836106,-3020.854887926811,-0.003756658613383844,0.17082432444743445,[],"[0.008450166929392645, -0.023256322157799388, -0.005533407312009055, 0.02900852671341595, 0.047532971798856585]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,2.2204460488783137e-08,inf,1.748177472981286,eligible,30.629933192380577,False,30min
1,4,4428,7,1538.961643657367,-3063.923287314734,-3019.1533642579343,-0.003653500264548837,0.17075765499290388,[0.9553718687147732],"[-0.9480915905827431, -0.031935428748386105, 0.016614167025600143, 0.02421750152799605]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,8.326672684738125e-08,1.0467128379499633,1.0712807289696762,eligible,32.331456861257266,False,30min
2,3,4428,7,1538.2521327273553,-3062.5042654547105,-3017.734342397911,-0.003652926378159584,0.17089472965471864,"[0.3948293492555579, -0.8131441197333079]","[-0.38576108707626916, 0.7810810007880615, 0.0047303888667166415]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,1.2712053638649107e-06,1.1089609080860703,1.1297836501024945,eligible,33.750478721280615,False,30min
3,2,4428,7,1538.2530262595983,-3062.5060525191966,-3017.736129462397,-0.003652935626088911,0.1708947731649421,"[0.4035299609009589, -0.815434260177689, 0.005187006944063922]","[-0.39439564774551517, 0.7832299519030874]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,6.772360453778126e-07,1.1091273385199933,1.1299399308345701,eligible,33.74869165679456,False,30min
4,1,4428,7,1539.1980044640459,-3064.3960089280918,-3019.626085871292,-0.0036708610692186014,0.1707782675520196,"[0.9222559512452393, -0.03282932809891098, 0.016007339404250268, 0.02870137289843216]",[-0.914888769717044],True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,3.2418512319247097e-06,1.0638269011666455,1.0930290469182162,eligible,31.858735247899403,False,30min
5,0,4428,7,1539.9912318110783,-3065.9824636221565,-3021.212540565357,-0.0037558262921992525,0.1708120648344112,"[0.008610597970560243, -0.023600295790927293, -0.004769744294448001, 0.02885289136047815, 0.04894631422984046]",[],True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,2.2204460492635e-08,1.7519902337611726,inf,eligible,30.272280553834662,False,30min
1,5,4428,8,1539.8230715655372,-3063.6461431310745,-3012.480516780446,-0.0037613661621373005,0.17082348638759817,[0.052749903460825816],"[-0.04420095767430746, -0.023708757389042212, -0.004333647953260832, 0.029154652941019522, 0.046164772313826735]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,1.831867990324609e-07,18.95738066596918,1.7281123359595414,eligible,39.00430433874544,False,30min
2,4,4428,8,1539.0545745489608,-3062.1091490979215,-3010.943522747293,-0.0037227331299286167,0.17086652956159878,"[0.7801040494589377, -0.38712259860532244]","[-0.7718691762992436, 0.3570838246321716, 0.014088142688585038, 0.03335979256634894]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,8.326672642849148e-08,1.607221516390532,1.4772206544802124,eligible,40.54129837189839,False,30min
3,3,4428,8,1539.6561082649832,-3063.3122165299665,-3012.146590179338,-0.003664269303104872,0.1691057462040572,"[1.4264159514258037, -1.4250650848648787, 0.9977380285186921]","[-1.4243810662072773, 1.4180434829783426, -0.9878652233246495]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,6.833422720164651e-05,1.0005801700973376,1.0037217427537184,numerical_or_root_restriction,39.338230939853474,False,30min
4,2,4428,8,1539.185232917238,-3062.370465834476,-3011.2048394838475,-0.003731677825061731,0.17085936774500926,"[0.7984654160605282, -0.38052634467944213, 0.015047110079207861, 0.03443946696846435]","[-0.7898990240000808, 0.34981468103718116]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,3.1086244684296396e-07,1.6758699933824863,1.6907561818407206,eligible,40.27998163534403,False,30min
5,1,4428,8,1540.0036943449759,-3064.0073886899518,-3012.8417623393234,-0.003760583189731757,0.17081113319806954,"[0.0683307559186633, -0.024205577733370832, -0.003361527239243583, 0.0291821190972124, 0.04729128372868612]",[-0.059810400302599924],True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,8.326672683293677e-08,1.7214765792628344,16.71950020298611,eligible,38.64305877986817,False,30min
2,5,4428,9,1539.9060828301253,-3061.8121656602507,-3004.250836015794,-0.0037452098973454737,0.1708175622870832,"[0.13980168112266816, -0.1930509006587153]","[-0.13126455466561093, 0.16836871012970017, -0.0005550500773535451, 0.024834725029143266, 0.04311521236224344]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,4.4408921008381155e-08,2.275957164191514,1.7724610079808587,eligible,47.23398510339757,False,30min
3,4,4428,9,1541.1589232155675,-3064.317846431135,-3006.7565167866783,-0.003648360792196081,0.1698943068209514,"[1.3308421305988507, -1.058301868325197, 0.7268679375996211]","[-1.3329548200367998, 1.0278070588915345, -0.7049636483486246, 0.01500410112903435]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,3.4916514142839683e-06,1.0004241326933951,1.0036625352106214,numerical_or_root_restriction,44.72830433251329,False,30min
4,3,4428,9,1541.158350843747,-3064.316701687494,-3006.7553720430374,-0.003648395319886595,0.1698772678536718,"[1.311430773001596, -1.02977153315744, 0.7021492620882174, 0.01568016511578579]","[-1.3137364991204121, 0.9993259292837666, -0.6810074575520345]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,5.645484083190455e-06,1.00035971936882,1.0033650721925895,numerical_or_root_restriction,44.7294490761542,False,30min
5,2,4428,9,1540.0259534514971,-3062.0519069029942,-3004.4905772585375,-0.003752576410434397,0.17080956242908418,"[0.10043145727588282, -0.11938330193661746, -0.0016431106424179935, 0.026981473653723623, 0.04589820297574949]","[-0.09188835403809062, 0.09507401958537294]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,3.275157922095513e-07,1.6621582367569556,3.243165206817079,eligible,46.994243860654024,False,30min
3,5,4428,10,1541.1600204061015,-3062.320040812203,-2998.3630078739175,-0.003648011022652791,0.16991036283678887,"[1.3239846143959926, -1.0589118480585418, 0.7342090152851078]","[-1.3258848173827995, 1.0279815837981041, -0.7118311435721149, 0.013730220535868833, 0.0014429119245365795]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,2.3558932594946205e-05,1.0005096020709066,1.004036571846841,numerical_or_root_restriction,53.1218132452741,False,30min
4,4,4428,10,1541.1592432344796,-3062.3184864689592,-2998.3614535306738,-0.0036482453215333274,0.16989582934656172,"[1.355284164877882, -1.0935456261401013, 0.756799771295304, -0.019135304147711585]","[-1.3573753232869725, 1.0630120825828429, -0.7340046987472423, 0.033229911280000524]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,9.658940319322902e-07,1.0004381555184039,1.0037286276220496,numerical_or_root_restriction,53.123367588517795,False,30min
5,3,4428,10,1541.1627351639618,-3062.3254703279235,-2998.368437389638,-0.003647731144193187,0.1698500563644561,"[1.2921810297475358, -1.0292267153853094, 0.7201280421323292, 0.013374293297424967, 0.0030715547259645842]","[-1.2947915346961747, 0.9983205612027803, -0.6990395663853011]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,2.031708136133438e-06,1.0003224040252179,1.0032095015676274,numerical_or_root_restriction,53.11638372955349,False,30min
4,5,4428,11,1541.2528027956632,-3060.5056055913265,-2990.1528693592127,-0.0036514383783937464,0.16978946499747305,"[0.6569423079930287, -0.23569918178989968, 0.1257283436768739, 0.45250113123409363]","[-0.6600214684879407, 0.20122606816659916, -0.1216540582250251, -0.4330991770007211, 0.019628239701483436]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,4.551914403359069e-07,1.0002222153528546,1.002685704519979,numerical_or_root_restriction,61.33195175997889,False,30min
5,4,4428,11,1541.2681876633915,-3060.536375326783,-2990.183639094669,-0.003652077450251232,0.16976058745211534,"[0.6194267182519994, -0.21896840275531132, 0.13820996107400527, 0.43898979143753775, 0.021934420461002257]","[-0.622981031837787, 0.18432158260883438, -0.13569024782473, -0.42020698293534753]",True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,8.326672642849148e-08,1.0001655033331447,1.0023176812151449,numerical_or_root_restriction,61.301182024522404,False,30min
5,5,4428,12,1542.530028789447,-3061.060057578894,-2984.3116180529514,-0.0036544986631208433,0.16877047577075144,"[-0.25996793645053773, 0.16917744283550018, 0.31430890763016717, 0.07281856700573053, 0.7036475945847596]","[0.26497741456970947, -0.20853004774639194, -0.34558322147212617, -0.05351919885326964, -0.6558964313183603]",True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,1.0880185647053383e-06,1.000003192892299,1.000309187788143,numerical_or_root_restriction,67.17320306624015,False,30min
