scale,segment,start,end,n,specification,test,trend,null,adf_max_lags,lag_rule,small_sample,status,statistic,pvalue,critical_1,critical_5,critical_10,lags,nobs,reject_5pct,warning
15min,2024-01-08,2024-01-08,2024-01-08,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.08893120744230142,0.6425570503147194,0.7428,0.4614,0.3475,3,36,False,
15min,2024-01-08,2024-01-08,2024-01-08,36,trend_sensitivity,ADF,ct,unit_root,6.0,bic,False,ok,-7.45544120325926,1.2903248159112858e-09,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,0,35,True,
15min,2024-01-08,2024-01-08,2024-01-08,36,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-7.843746102241708,1.641488366510965e-10,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,3,35,True,
15min,2024-01-08,2024-01-08,2024-01-08,36,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.06922858919083599,0.3538914724927931,0.2175,0.1479,0.1193,3,36,False,
15min,2024-01-08,2024-01-08,2024-01-08,36,lag_sensitivity,ADF,c,unit_root,6.0,aic,False,ok,-2.532517627459821,0.10776154359183404,-3.653519805908203,-2.9572185644531253,-2.6175881640625,3,32,False,
15min,2024-01-08,2024-01-08,2024-01-08,36,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-7.948907896779325,3.1646417929289156e-12,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,6,35,True,
15min,2024-01-08,2024-01-08,2024-01-08,36,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.09480530984855501,0.611473450757225,0.7428,0.4614,0.3475,6,36,False,
15min,2024-01-09,2024-01-09,2024-01-09,36,main,ADF,c,unit_root,6.0,bic,False,ok,-6.211522658307204,5.4929096257849375e-08,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,0,35,True,
15min,2024-01-09,2024-01-09,2024-01-09,36,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-6.662786794432522,4.80015988221543e-09,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,3,35,True,
15min,2024-01-09,2024-01-09,2024-01-09,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.21141393216275567,0.24693940685222202,0.7428,0.4614,0.3475,3,36,False,
15min,2024-01-09,2024-01-09,2024-01-09,36,trend_sensitivity,ADF,ct,unit_root,6.0,bic,False,ok,-6.146691653742559,1.0745597520415156e-06,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,0,35,True,
15min,2024-01-09,2024-01-09,2024-01-09,36,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-6.587339945900891,1.1847716059576082e-07,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,3,35,True,
15min,2024-01-09,2024-01-09,2024-01-09,36,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.09014090259223234,0.20775049697840642,0.2175,0.1479,0.1193,3,36,False,
15min,2024-01-09,2024-01-09,2024-01-09,36,lag_sensitivity,ADF,c,unit_root,6.0,aic,False,ok,-5.946777374300344,2.194704263123839e-07,-3.639224104416853,-2.9512301791166293,-2.614446989619377,1,34,True,
15min,2024-01-09,2024-01-09,2024-01-09,36,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-7.391021968024546,8.000496740065453e-11,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,6,35,True,
15min,2024-01-09,2024-01-09,2024-01-09,36,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.2728761136979334,0.161795714897986,0.7428,0.4614,0.3475,6,36,False,
15min,2024-01-10,2024-01-10,2024-01-10,36,main,ADF,c,unit_root,6.0,bic,False,ok,-6.32381307487171,3.0205783661264136e-08,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,0,35,True,
15min,2024-01-10,2024-01-10,2024-01-10,36,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-6.318772895691618,3.1031483292728704e-08,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,3,35,True,
15min,2024-01-10,2024-01-10,2024-01-10,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.3707711994782485,0.08653739158790842,0.7428,0.4614,0.3475,3,36,False,
15min,2024-01-10,2024-01-10,2024-01-10,36,trend_sensitivity,ADF,ct,unit_root,6.0,bic,False,ok,-6.903030731561086,2.3390019776509294e-08,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,0,35,True,
15min,2024-01-10,2024-01-10,2024-01-10,36,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-7.198210806938988,5.009573898841311e-09,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,3,35,True,
15min,2024-01-10,2024-01-10,2024-01-10,36,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.08764671501057701,0.22099974101476605,0.2175,0.1479,0.1193,3,36,False,
15min,2024-01-10,2024-01-10,2024-01-10,36,lag_sensitivity,ADF,c,unit_root,6.0,aic,False,ok,-6.32381307487171,3.0205783661264136e-08,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,0,35,True,
15min,2024-01-10,2024-01-10,2024-01-10,36,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-6.330974039382849,2.906970403801128e-08,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,6,35,True,
15min,2024-01-10,2024-01-10,2024-01-10,36,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.2969187676503805,0.13814329066913766,0.7428,0.4614,0.3475,6,36,False,
15min,2024-01-11,2024-01-11,2024-01-11,36,main,ADF,c,unit_root,6.0,bic,False,ok,-5.349979511631871,4.310651869007365e-06,-3.639224104416853,-2.9512301791166293,-2.614446989619377,1,34,True,
15min,2024-01-11,2024-01-11,2024-01-11,36,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-4.338934588968969,0.0003800818534404765,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,3,35,True,
15min,2024-01-11,2024-01-11,2024-01-11,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.08198733882970949,0.6809742854033063,0.7428,0.4614,0.3475,3,36,False,
15min,2024-01-11,2024-01-11,2024-01-11,36,trend_sensitivity,ADF,ct,unit_root,6.0,bic,False,ok,-5.333282927528375,4.876768142078065e-05,-4.253042608385915,-3.5485904579686545,-3.2070617952371263,1,34,True,
15min,2024-01-11,2024-01-11,2024-01-11,36,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-4.269926118409239,0.0035020560631826457,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,3,35,True,
15min,2024-01-11,2024-01-11,2024-01-11,36,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.06709031554218861,0.37413985197915617,0.2175,0.1479,0.1193,3,36,False,
15min,2024-01-11,2024-01-11,2024-01-11,36,lag_sensitivity,ADF,c,unit_root,6.0,aic,False,ok,-5.349979511631871,4.310651869007365e-06,-3.639224104416853,-2.9512301791166293,-2.614446989619377,1,34,True,
15min,2024-01-11,2024-01-11,2024-01-11,36,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-4.335963149578515,0.00038464969962244796,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,6,35,True,
15min,2024-01-11,2024-01-11,2024-01-11,36,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.11056562060198444,0.5360653609000707,0.7428,0.4614,0.3475,6,36,False,
15min,2024-01-12,2024-01-12,2024-01-12,36,main,ADF,c,unit_root,6.0,bic,False,ok,-3.160711329670746,0.022374502459688375,-3.661428725118324,-2.960525341210433,-2.6193188033298647,4,31,True,
15min,2024-01-12,2024-01-12,2024-01-12,36,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-4.245970162673807,0.0005502868645406428,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,3,35,True,
15min,2024-01-12,2024-01-12,2024-01-12,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.13716574068121729,0.43176116205062576,0.7428,0.4614,0.3475,3,36,False,
15min,2024-01-12,2024-01-12,2024-01-12,36,trend_sensitivity,ADF,ct,unit_root,6.0,bic,False,ok,-3.552046188039538,0.03414297782846047,-4.284890375281125,-3.5630415894061964,-3.2152919724077744,4,31,False,
15min,2024-01-12,2024-01-12,2024-01-12,36,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-4.367542485110466,0.002465683803724711,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,3,35,True,
15min,2024-01-12,2024-01-12,2024-01-12,36,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.05710210318906972,0.48237476173116334,0.2175,0.1479,0.1193,3,36,False,
15min,2024-01-12,2024-01-12,2024-01-12,36,lag_sensitivity,ADF,c,unit_root,6.0,aic,False,ok,-3.160711329670746,0.022374502459688375,-3.661428725118324,-2.960525341210433,-2.6193188033298647,4,31,True,
15min,2024-01-12,2024-01-12,2024-01-12,36,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-4.131404030962359,0.0008590213487910163,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,6,35,True,
15min,2024-01-12,2024-01-12,2024-01-12,36,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.15369712628157123,0.3792347432096094,0.7428,0.4614,0.3475,6,36,False,
15min,2024-01-15,2024-01-15,2024-01-15,36,main,ADF,c,unit_root,6.0,bic,False,ok,-4.940878121947498,2.9017641403329995e-05,-3.639224104416853,-2.9512301791166293,-2.614446989619377,1,34,True,
15min,2024-01-15,2024-01-15,2024-01-15,36,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-5.170559218672703,1.009404274954992e-05,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,3,35,True,
15min,2024-01-15,2024-01-15,2024-01-15,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.24357866730622169,0.19711296207469212,0.7428,0.4614,0.3475,3,36,False,
15min,2024-01-15,2024-01-15,2024-01-15,36,trend_sensitivity,ADF,ct,unit_root,6.0,bic,False,ok,-4.940323251945354,0.0002638835660965042,-4.253042608385915,-3.5485904579686545,-3.2070617952371263,1,34,True,
15min,2024-01-15,2024-01-15,2024-01-15,36,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-5.187072745681799,9.263638164666498e-05,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,3,35,True,
15min,2024-01-15,2024-01-15,2024-01-15,36,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.11031790614361532,0.12510352856898282,0.2175,0.1479,0.1193,3,36,False,
15min,2024-01-15,2024-01-15,2024-01-15,36,lag_sensitivity,ADF,c,unit_root,6.0,aic,False,ok,-4.940878121947498,2.9017641403329995e-05,-3.639224104416853,-2.9512301791166293,-2.614446989619377,1,34,True,
15min,2024-01-15,2024-01-15,2024-01-15,36,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-5.243294004859301,7.168392449654106e-06,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,6,35,True,
15min,2024-01-15,2024-01-15,2024-01-15,36,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.26481118621058186,0.17075632360317475,0.7428,0.4614,0.3475,6,36,False,
15min,2024-01-16,2024-01-16,2024-01-16,36,main,ADF,c,unit_root,6.0,bic,False,ok,-5.739358042568837,6.328252877018843e-07,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,0,35,True,
15min,2024-01-16,2024-01-16,2024-01-16,36,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-5.818802802598912,4.2303528532734907e-07,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,3,35,True,
15min,2024-01-16,2024-01-16,2024-01-16,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.20224256153086603,0.2636420362139882,0.7428,0.4614,0.3475,3,36,False,
15min,2024-01-16,2024-01-16,2024-01-16,36,trend_sensitivity,ADF,ct,unit_root,6.0,bic,False,ok,-5.551814447440263,1.8188453350225903e-05,-4.27353517944336,-3.5578989233398435,-3.2123659912109375,3,32,True,
15min,2024-01-16,2024-01-16,2024-01-16,36,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-5.81463473868919,5.3388183360184315e-06,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,3,35,True,
15min,2024-01-16,2024-01-16,2024-01-16,36,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.059595832083864646,0.45277463541062907,0.2175,0.1479,0.1193,3,36,False,
15min,2024-01-16,2024-01-16,2024-01-16,36,lag_sensitivity,ADF,c,unit_root,6.0,aic,False,ok,-1.5029521444197111,0.5320504530467867,-3.6699197407407405,-2.9640707407407407,-2.621171111111111,5,30,False,
15min,2024-01-16,2024-01-16,2024-01-16,36,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-5.934312885901896,2.3404885178401899e-07,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,6,35,True,
15min,2024-01-16,2024-01-16,2024-01-16,36,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.24563336972718267,0.19431619265745811,0.7428,0.4614,0.3475,6,36,False,
15min,2024-01-17,2024-01-17,2024-01-17,36,main,ADF,c,unit_root,6.0,bic,False,ok,-7.459789194040011,5.3917747558603085e-11,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,0,35,True,
15min,2024-01-17,2024-01-17,2024-01-17,36,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-8.95919188865427,8.313304180360159e-15,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,3,35,True,
15min,2024-01-17,2024-01-17,2024-01-17,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.2326898857882736,0.21243956698746427,0.7428,0.4614,0.3475,3,36,False,
15min,2024-01-17,2024-01-17,2024-01-17,36,trend_sensitivity,ADF,ct,unit_root,6.0,bic,False,ok,-7.333555209118641,2.456945666292244e-09,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,0,35,True,
15min,2024-01-17,2024-01-17,2024-01-17,36,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-8.742835351472166,1.3935510757203665e-12,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,3,35,True,
15min,2024-01-17,2024-01-17,2024-01-17,36,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.14201908012176395,0.0576123887197723,0.2175,0.1479,0.1193,3,36,False,
15min,2024-01-17,2024-01-17,2024-01-17,36,lag_sensitivity,ADF,c,unit_root,6.0,aic,False,ok,-7.459789194040011,5.3917747558603085e-11,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,0,35,True,
15min,2024-01-17,2024-01-17,2024-01-17,36,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-9.75074067581451,8.028619076147093e-17,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,6,35,True,
15min,2024-01-17,2024-01-17,2024-01-17,36,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.22640054425930545,0.22196887233438567,0.7428,0.4614,0.3475,6,36,False,
15min,2024-01-18,2024-01-18,2024-01-18,36,main,ADF,c,unit_root,6.0,bic,False,ok,-5.185583132619925,9.40790970954121e-06,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,0,35,True,
15min,2024-01-18,2024-01-18,2024-01-18,36,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-5.1651858569657065,1.0351006788879063e-05,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,3,35,True,
15min,2024-01-18,2024-01-18,2024-01-18,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.2672974342359578,0.16788757588158712,0.7428,0.4614,0.3475,3,36,False,
15min,2024-01-18,2024-01-18,2024-01-18,36,trend_sensitivity,ADF,ct,unit_root,6.0,bic,False,ok,-5.418989354250691,3.324921430914575e-05,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,0,35,True,
15min,2024-01-18,2024-01-18,2024-01-18,36,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-5.40132732918917,3.599473828438846e-05,-4.243765510204081,-3.5443646122448977,-3.2046503498542274,3,35,True,
15min,2024-01-18,2024-01-18,2024-01-18,36,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.09474103248348416,0.18439210136429243,0.2175,0.1479,0.1193,3,36,False,
15min,2024-01-18,2024-01-18,2024-01-18,36,lag_sensitivity,ADF,c,unit_root,6.0,aic,False,ok,-1.3356513574959443,0.6127081164223697,-3.6699197407407405,-2.9640707407407407,-2.621171111111111,5,30,False,
15min,2024-01-18,2024-01-18,2024-01-18,36,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-5.256084517419708,6.747113799967441e-06,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,6,35,True,
15min,2024-01-18,2024-01-18,2024-01-18,36,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.22452581122017637,0.2248093769391267,0.7428,0.4614,0.3475,6,36,False,
15min,2024-01-19,2024-01-19,2024-01-19,36,main,ADF,c,unit_root,6.0,bic,False,ok,-5.608147842599846,1.2207684996411006e-06,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,0,35,True,
15min,2024-01-19,2024-01-19,2024-01-19,36,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-5.681074378259529,8.483740070499254e-07,-3.6327426647230316,-2.9485102040816327,-2.6130173469387756,3,35,True,
15min,2024-01-19,2024-01-19,2024-01-19,36,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.49297248908286717,0.04158187772928321,0.7428,0.4614,0.3475,3,36,True,
