scale,segment,start,end,n,specification,test,trend,null,adf_max_lags,lag_rule,small_sample,status,statistic,pvalue,critical_1,critical_5,critical_10,lags,nobs,reject_5pct,warning
5min,2024-06-11,2024-06-11,2024-06-11,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-9.148409110771345,1.6807170801863048e-13,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-11,2024-06-11,2024-06-11,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.03583638952204171,0.7862902851536773,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-11,2024-06-11,2024-06-11,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-6.001429936811723,1.6537969601854163e-07,-3.4989097606014496,-2.891516256916761,-2.5827604414827157,9.0,98.0,True,
5min,2024-06-11,2024-06-11,2024-06-11,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-9.436255755276177,5.033134810938619e-16,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-11,2024-06-11,2024-06-11,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.16247871432155847,0.354399136479235,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-12,2024-06-12,2024-06-12,108,main,ADF,c,unit_root,12.0,bic,False,ok,-6.422445921892881,1.7777642222832717e-08,-3.4936021509366793,-2.8892174239808703,-2.58153320754717,1.0,106.0,True,
5min,2024-06-12,2024-06-12,2024-06-12,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-9.804565789594404,5.872795101470899e-17,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-12,2024-06-12,2024-06-12,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.05341801910730774,0.8555356324934233,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-12,2024-06-12,2024-06-12,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-6.391271601884133,3.190973234147453e-07,-4.0468193247781725,-3.452751165593073,-3.151810567112449,1.0,106.0,True,
5min,2024-06-12,2024-06-12,2024-06-12,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-9.762059475533874,7.452273212117188e-15,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-12,2024-06-12,2024-06-12,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.053790172882936506,0.5232871989087302,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-12,2024-06-12,2024-06-12,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-4.098525242489678,0.0009739750724885761,-3.5011373281819504,-2.8924800524857854,-2.5832749307479226,12.0,95.0,True,
5min,2024-06-12,2024-06-12,2024-06-12,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-9.885317401776254,3.6772719174931625e-17,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-12,2024-06-12,2024-06-12,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.047712377929244966,0.8906257495572677,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-13,2024-06-13,2024-06-13,108,main,ADF,c,unit_root,12.0,bic,False,ok,-10.303076667394082,3.33282646912413e-18,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-13,2024-06-13,2024-06-13,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-10.328493731458831,2.8835743016758994e-18,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-13,2024-06-13,2024-06-13,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.07592304092469775,0.7163264771785481,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-13,2024-06-13,2024-06-13,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-10.258508898667463,6.630996807142334e-16,-4.045970933273362,-3.452348053635668,-3.1515755794286404,0.0,107.0,True,
5min,2024-06-13,2024-06-13,2024-06-13,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-10.28629771819825,5.809633173107785e-16,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-13,2024-06-13,2024-06-13,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.0760445422559242,0.29734967495442916,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-13,2024-06-13,2024-06-13,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-10.303076667394082,3.33282646912413e-18,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-13,2024-06-13,2024-06-13,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-10.316402322638407,3.089131737709578e-18,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-13,2024-06-13,2024-06-13,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.0747070998990016,0.7236640523336111,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-14,2024-06-14,2024-06-14,108,main,ADF,c,unit_root,12.0,bic,False,ok,-7.896711137844135,4.291549720762118e-12,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-14,2024-06-14,2024-06-14,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-7.937222304890149,3.3880997268863457e-12,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-14,2024-06-14,2024-06-14,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.0545737374499656,0.8483498189639443,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-14,2024-06-14,2024-06-14,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-7.858186620555396,1.520061500777217e-10,-4.045970933273362,-3.452348053635668,-3.1515755794286404,0.0,107.0,True,
5min,2024-06-14,2024-06-14,2024-06-14,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-7.896068647068921,1.242490319858799e-10,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-14,2024-06-14,2024-06-14,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.05322601147140501,0.5307103753762499,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-14,2024-06-14,2024-06-14,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-7.896711137844135,4.291549720762118e-12,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-14,2024-06-14,2024-06-14,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-7.935486767546731,3.422601385879276e-12,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-14,2024-06-14,2024-06-14,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.05143125759473196,0.8677905235411195,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-17,2024-06-17,2024-06-17,108,main,ADF,c,unit_root,12.0,bic,False,ok,-8.79860839158893,2.1424596188309685e-14,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-17,2024-06-17,2024-06-17,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-8.711629017353765,3.5781627042510304e-14,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-17,2024-06-17,2024-06-17,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.10478252474205806,0.5624878618170286,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-17,2024-06-17,2024-06-17,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-8.75712996295236,1.2927067274034508e-12,-4.045970933273362,-3.452348053635668,-3.1515755794286404,0.0,107.0,True,
5min,2024-06-17,2024-06-17,2024-06-17,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-8.666514683255484,2.082346358798124e-12,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-17,2024-06-17,2024-06-17,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.10490734667156348,0.1429911446356095,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-17,2024-06-17,2024-06-17,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-8.79860839158893,2.1424596188309685e-14,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-17,2024-06-17,2024-06-17,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-8.685156417507272,4.1826535851064426e-14,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-17,2024-06-17,2024-06-17,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.11630099694267654,0.5114042382703808,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-18,2024-06-18,2024-06-18,108,main,ADF,c,unit_root,12.0,bic,False,ok,-8.932485476742688,9.730397464207457e-15,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-18,2024-06-18,2024-06-18,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-8.900961151570563,1.1717402670905789e-14,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-18,2024-06-18,2024-06-18,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.20852853966420928,0.25209189345676913,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-18,2024-06-18,2024-06-18,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-8.991628333353837,3.7910049028856216e-13,-4.045970933273362,-3.452348053635668,-3.1515755794286404,0.0,107.0,True,
5min,2024-06-18,2024-06-18,2024-06-18,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-8.95292163313259,4.638220679227224e-13,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-18,2024-06-18,2024-06-18,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.04802627066245518,0.6023078512215556,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-18,2024-06-18,2024-06-18,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-8.932485476742688,9.730397464207457e-15,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-18,2024-06-18,2024-06-18,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-8.871108468352096,1.3972138460722547e-14,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-18,2024-06-18,2024-06-18,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.28980517573397263,0.14466173739621657,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-19,2024-06-19,2024-06-19,108,main,ADF,c,unit_root,12.0,bic,False,ok,-11.912500297275066,5.25652283873146e-22,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-19,2024-06-19,2024-06-19,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-11.924305411854027,4.948270932995436e-22,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-19,2024-06-19,2024-06-19,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.423505180975188,0.06278000715218496,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-19,2024-06-19,2024-06-19,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-12.079649398585328,2.8627567793204893e-19,-4.045970933273362,-3.452348053635668,-3.1515755794286404,0.0,107.0,True,
5min,2024-06-19,2024-06-19,2024-06-19,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-12.175158767891327,2.0244087926702773e-19,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-19,2024-06-19,2024-06-19,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.08282811097464865,0.24982430640844594,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-19,2024-06-19,2024-06-19,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-11.912500297275066,5.25652283873146e-22,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-19,2024-06-19,2024-06-19,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-11.973638176570978,3.8466458286285922e-22,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-19,2024-06-19,2024-06-19,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.4483161647043637,0.05408869852988635,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-20,2024-06-20,2024-06-20,108,main,ADF,c,unit_root,12.0,bic,False,ok,-8.95809524525042,8.367204846933997e-15,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-20,2024-06-20,2024-06-20,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-8.924171345529514,1.0219112356906351e-14,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-20,2024-06-20,2024-06-20,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.11123358526965496,0.5330291578652048,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-20,2024-06-20,2024-06-20,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-8.935573798357453,5.077586901588108e-13,-4.045970933273362,-3.452348053635668,-3.1515755794286404,0.0,107.0,True,
5min,2024-06-20,2024-06-20,2024-06-20,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-8.894714111979157,6.285570836196148e-13,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-20,2024-06-20,2024-06-20,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.054623362203415765,0.512324181534003,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-20,2024-06-20,2024-06-20,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-8.95809524525042,8.367204846933997e-15,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-20,2024-06-20,2024-06-20,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-8.875225640624958,1.3637074651097566e-14,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-20,2024-06-20,2024-06-20,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.1229973266183742,0.48422107913799656,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-21,2024-06-21,2024-06-21,108,main,ADF,c,unit_root,12.0,bic,False,ok,-12.597698798066922,1.763936994658119e-23,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-21,2024-06-21,2024-06-21,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-12.338859722833465,6.183732392864032e-23,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-21,2024-06-21,2024-06-21,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.07862367062511054,0.700274021003464,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-21,2024-06-21,2024-06-21,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-12.545881183751758,5.628441100920235e-20,-4.045970933273362,-3.452348053635668,-3.1515755794286404,0.0,107.0,True,
5min,2024-06-21,2024-06-21,2024-06-21,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-12.297142918875853,1.313327768603421e-19,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-21,2024-06-21,2024-06-21,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.0543923945168363,0.5153632300416277,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-21,2024-06-21,2024-06-21,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-4.390345317543183,0.00030873111554437227,-3.4989097606014496,-2.891516256916761,-2.5827604414827157,9.0,98.0,True,
5min,2024-06-21,2024-06-21,2024-06-21,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-12.417035018385015,4.2180129481317455e-23,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-21,2024-06-21,2024-06-21,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.06530399627597529,0.7816331837763194,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-24,2024-06-24,2024-06-24,108,main,ADF,c,unit_root,12.0,bic,False,ok,-11.48401529661627,4.915626668850277e-21,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-24,2024-06-24,2024-06-24,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-11.42599969163843,6.6933119891418975e-21,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-24,2024-06-24,2024-06-24,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.3669470759783659,0.08861571957697505,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-24,2024-06-24,2024-06-24,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-11.824925981354877,7.449795907352329e-19,-4.045970933273362,-3.452348053635668,-3.1515755794286404,0.0,107.0,True,
5min,2024-06-24,2024-06-24,2024-06-24,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-11.71767676668151,1.129712335829266e-18,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-24,2024-06-24,2024-06-24,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.1247856805813478,0.08742243351880914,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-24,2024-06-24,2024-06-24,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-3.725014867259273,0.0037747436627609044,-3.4948504603223145,-2.889758398668639,-2.5818220155325444,3.0,104.0,True,
5min,2024-06-24,2024-06-24,2024-06-24,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-11.560124435390255,3.285615950947701e-21,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-24,2024-06-24,2024-06-24,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.2923014476329071,0.14228433558770753,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-25,2024-06-25,2024-06-25,108,main,ADF,c,unit_root,12.0,bic,False,ok,-10.236405756098145,4.8762231915084045e-18,-3.4936021509366793,-2.8892174239808703,-2.58153320754717,1.0,106.0,True,
5min,2024-06-25,2024-06-25,2024-06-25,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-13.873364523942143,6.404218143449492e-26,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-25,2024-06-25,2024-06-25,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.12904108051744165,0.460891490606561,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-25,2024-06-25,2024-06-25,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-10.227883139572645,7.674540522209619e-16,-4.0468193247781725,-3.452751165593073,-3.151810567112449,1.0,106.0,True,
5min,2024-06-25,2024-06-25,2024-06-25,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-13.870731889082315,1.445905170654188e-21,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-25,2024-06-25,2024-06-25,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.05544938578865268,0.5022073705361678,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-25,2024-06-25,2024-06-25,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-10.236405756098145,4.8762231915084045e-18,-3.4936021509366793,-2.8892174239808703,-2.58153320754717,1.0,106.0,True,
5min,2024-06-25,2024-06-25,2024-06-25,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-14.242207624123704,1.5307950750106702e-26,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-25,2024-06-25,2024-06-25,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.15677166782492757,0.3700843219496203,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-26,2024-06-26,2024-06-26,108,main,ADF,c,unit_root,12.0,bic,False,ok,-9.502056152757662,3.4242212724834904e-16,-3.4936021509366793,-2.8892174239808703,-2.58153320754717,1.0,106.0,True,
5min,2024-06-26,2024-06-26,2024-06-26,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-10.703854560817392,3.467881258116709e-19,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-26,2024-06-26,2024-06-26,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.36820569587246105,0.08793168702583638,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-26,2024-06-26,2024-06-26,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-9.6788234410806,1.1289021522679233e-14,-4.0468193247781725,-3.452751165593073,-3.151810567112449,1.0,106.0,True,
5min,2024-06-26,2024-06-26,2024-06-26,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-10.872878554446434,3.8998704700135744e-17,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-26,2024-06-26,2024-06-26,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.14601658907618667,0.05235426365476666,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-26,2024-06-26,2024-06-26,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-9.502056152757662,3.4242212724834904e-16,-3.4936021509366793,-2.8892174239808703,-2.58153320754717,1.0,106.0,True,
5min,2024-06-26,2024-06-26,2024-06-26,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-10.68085990004941,3.9437653808310444e-19,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-26,2024-06-26,2024-06-26,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.3385851540421152,0.10616944356947045,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-27,2024-06-27,2024-06-27,108,main,ADF,c,unit_root,12.0,bic,False,ok,-9.888353967137839,3.61318478944795e-17,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-27,2024-06-27,2024-06-27,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-9.88880624143328,3.6037360474568505e-17,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-27,2024-06-27,2024-06-27,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.08619418080646211,0.6574862865102067,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-27,2024-06-27,2024-06-27,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-9.888728274439261,3.980994395480199e-15,-4.045970933273362,-3.452348053635668,-3.1515755794286404,0.0,107.0,True,
5min,2024-06-27,2024-06-27,2024-06-27,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-9.886398317585762,4.026944069437967e-15,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
5min,2024-06-27,2024-06-27,2024-06-27,108,trend_sensitivity,KPSS,ct,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.043170158462168096,0.6734476230674785,0.2175,0.1479,0.1193,4.0,108.0,False,
5min,2024-06-27,2024-06-27,2024-06-27,108,lag_sensitivity,ADF,c,unit_root,12.0,aic,False,ok,-9.888353967137839,3.61318478944795e-17,-3.492995948509562,-2.888954648057252,-2.58139291903223,0.0,107.0,True,
5min,2024-06-27,2024-06-27,2024-06-27,108,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-9.880050272823587,3.7911582950740017e-17,-3.492995948509562,-2.888954648057252,-2.58139291903223,8.0,107.0,True,
5min,2024-06-27,2024-06-27,2024-06-27,108,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.09280978898495615,0.6218628245481056,0.7428,0.4614,0.3475,8.0,108.0,False,
5min,2024-06-28,2024-06-28,2024-06-28,108,main,ADF,c,unit_root,12.0,bic,False,ok,-5.542690746945518,1.687679295400503e-06,-3.4936021509366793,-2.8892174239808703,-2.58153320754717,1.0,106.0,True,
5min,2024-06-28,2024-06-28,2024-06-28,108,main,PP,c,unit_root,,Bartlett_short_bandwidth,False,ok,-9.828075398322195,5.123887909080076e-17,-3.492995948509562,-2.888954648057252,-2.58139291903223,4.0,107.0,True,
5min,2024-06-28,2024-06-28,2024-06-28,108,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,False,ok,0.044321789212830434,0.9103040616409689,0.7428,0.4614,0.3475,4.0,108.0,False,
5min,2024-06-28,2024-06-28,2024-06-28,108,trend_sensitivity,ADF,ct,unit_root,12.0,bic,False,ok,-5.537671396642716,1.9405572320875965e-05,-4.0468193247781725,-3.452751165593073,-3.151810567112449,1.0,106.0,True,
5min,2024-06-28,2024-06-28,2024-06-28,108,trend_sensitivity,PP,ct,unit_root,,Bartlett_short_bandwidth,False,ok,-9.789123740156658,6.514538104875609e-15,-4.045970933273362,-3.452348053635668,-3.1515755794286404,4.0,107.0,True,
