scale,segment,start,end,n,specification,test,trend,null,adf_max_lags,lag_rule,small_sample,status,statistic,pvalue,critical_1,critical_5,critical_10,lags,nobs,reject_5pct,warning
60min,2024-01-08,2024-01-08,2024-01-08,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.16985454128056382,0.33501378464504084,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-09,2024-01-09,2024-01-09,9,main,ADF,c,unit_root,0.0,bic,True,ok,-4.125393522009372,0.0008790374822391595,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-09,2024-01-09,2024-01-09,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-4.058314075575187,0.0011341322394325523,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-09,2024-01-09,2024-01-09,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.18705867264946716,0.29455601563943157,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-09,2024-01-09,2024-01-09,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-4.125393522009372,0.0008790374822391595,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-09,2024-01-09,2024-01-09,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-4.058314075575187,0.0011341322394325523,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-09,2024-01-09,2024-01-09,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.18705867264946716,0.29455601563943157,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-10,2024-01-10,2024-01-10,9,main,ADF,c,unit_root,0.0,bic,True,ok,-2.178194525119385,0.21425454953673678,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-10,2024-01-10,2024-01-10,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.1887928218679416,0.21033813162571308,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-10,2024-01-10,2024-01-10,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2513169705261162,0.18702952496651773,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-10,2024-01-10,2024-01-10,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-2.178194525119385,0.21425454953673678,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-10,2024-01-10,2024-01-10,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.1887928218679416,0.21033813162571308,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-10,2024-01-10,2024-01-10,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2513169705261162,0.18702952496651773,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-11,2024-01-11,2024-01-11,9,main,ADF,c,unit_root,0.0,bic,True,ok,-2.6215787131583252,0.088618893095475,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-11,2024-01-11,2024-01-11,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.617513218735691,0.0894313927964816,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-11,2024-01-11,2024-01-11,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.1461956805251535,0.4020651265219439,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-11,2024-01-11,2024-01-11,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-2.6215787131583252,0.088618893095475,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-11,2024-01-11,2024-01-11,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.617513218735691,0.0894313927964816,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-11,2024-01-11,2024-01-11,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.1461956805251535,0.4020651265219439,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-12,2024-01-12,2024-01-12,9,main,ADF,c,unit_root,0.0,bic,True,ok,-2.438536768008067,0.13115371053708608,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-12,2024-01-12,2024-01-12,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.435682762221784,0.13191739003273978,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-12,2024-01-12,2024-01-12,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.26727558328852136,0.16791278851324457,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-12,2024-01-12,2024-01-12,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-2.438536768008067,0.13115371053708608,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-12,2024-01-12,2024-01-12,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.435682762221784,0.13191739003273978,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-12,2024-01-12,2024-01-12,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.26727558328852136,0.16791278851324457,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-15,2024-01-15,2024-01-15,9,main,ADF,c,unit_root,0.0,bic,True,ok,-5.689093411073309,8.149367379622728e-07,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-15,2024-01-15,2024-01-15,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-7.960766112116811,2.9528846906996066e-12,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-15,2024-01-15,2024-01-15,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2968540309111953,0.13819746367263996,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-15,2024-01-15,2024-01-15,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-5.689093411073309,8.149367379622728e-07,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-15,2024-01-15,2024-01-15,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-7.960766112116811,2.9528846906996066e-12,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-15,2024-01-15,2024-01-15,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2968540309111953,0.13819746367263996,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-16,2024-01-16,2024-01-16,9,main,ADF,c,unit_root,0.0,bic,True,ok,-2.376904150085761,0.1483614196423731,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-16,2024-01-16,2024-01-16,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.385531658153766,0.14586169985802983,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-16,2024-01-16,2024-01-16,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2415327222297363,0.1999545524586996,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-16,2024-01-16,2024-01-16,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-2.376904150085761,0.1483614196423731,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-16,2024-01-16,2024-01-16,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.385531658153766,0.14586169985802983,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-16,2024-01-16,2024-01-16,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2415327222297363,0.1999545524586996,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-17,2024-01-17,2024-01-17,9,main,ADF,c,unit_root,0.0,bic,True,ok,-4.900044848310732,3.486735050139578e-05,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-17,2024-01-17,2024-01-17,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-7.021646218213049,6.520122830068528e-10,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-17,2024-01-17,2024-01-17,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2725112269686654,0.1621758052409735,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-17,2024-01-17,2024-01-17,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-4.900044848310732,3.486735050139578e-05,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-17,2024-01-17,2024-01-17,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-7.021646218213049,6.520122830068528e-10,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-17,2024-01-17,2024-01-17,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2725112269686654,0.1621758052409735,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-18,2024-01-18,2024-01-18,9,main,ADF,c,unit_root,0.0,bic,True,ok,-1.7731133670076882,0.39388947197054713,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-18,2024-01-18,2024-01-18,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-1.9347322514227936,0.31590243615898006,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-18,2024-01-18,2024-01-18,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2045522716116664,0.2591923721220243,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-18,2024-01-18,2024-01-18,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-1.7731133670076882,0.39388947197054713,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-18,2024-01-18,2024-01-18,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-1.9347322514227936,0.31590243615898006,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-18,2024-01-18,2024-01-18,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.2045522716116664,0.2591923721220243,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-19,2024-01-19,2024-01-19,9,main,ADF,c,unit_root,0.0,bic,True,ok,-1.494669648360955,0.5361465203463769,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-19,2024-01-19,2024-01-19,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-1.4663637034433645,0.5500803017450178,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-19,2024-01-19,2024-01-19,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.3062101526779598,0.130368073072837,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-19,2024-01-19,2024-01-19,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-1.494669648360955,0.5361465203463769,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-19,2024-01-19,2024-01-19,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-1.4663637034433645,0.5500803017450178,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-19,2024-01-19,2024-01-19,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.3062101526779598,0.130368073072837,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-22,2024-01-22,2024-01-22,9,main,ADF,c,unit_root,0.0,bic,True,ok,-2.2571477339944486,0.18616119104618878,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-22,2024-01-22,2024-01-22,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.216558108962752,0.20029079833581553,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-22,2024-01-22,2024-01-22,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.14138753243605012,0.4174758575767624,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-22,2024-01-22,2024-01-22,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-2.2571477339944486,0.18616119104618878,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-22,2024-01-22,2024-01-22,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.216558108962752,0.20029079833581553,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-22,2024-01-22,2024-01-22,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.14138753243605012,0.4174758575767624,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-23,2024-01-23,2024-01-23,9,main,ADF,c,unit_root,0.0,bic,True,ok,-3.409374769627596,0.01064340779198501,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-23,2024-01-23,2024-01-23,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-3.8272858208780245,0.0026401633109892956,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-23,2024-01-23,2024-01-23,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.15863034180190236,0.36497158845631217,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-23,2024-01-23,2024-01-23,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-3.409374769627596,0.01064340779198501,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-23,2024-01-23,2024-01-23,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-3.8272858208780245,0.0026401633109892956,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-23,2024-01-23,2024-01-23,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.15863034180190236,0.36497158845631217,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-24,2024-01-24,2024-01-24,9,main,ADF,c,unit_root,0.0,bic,True,ok,-3.929733964525486,0.0018265983917109836,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-24,2024-01-24,2024-01-24,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-4.638859116836356,0.00010946294590687875,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-24,2024-01-24,2024-01-24,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.12950608840557118,0.4591563865463762,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-24,2024-01-24,2024-01-24,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-3.929733964525486,0.0018265983917109836,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-24,2024-01-24,2024-01-24,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-4.638859116836356,0.00010946294590687875,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-24,2024-01-24,2024-01-24,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.12950608840557118,0.4591563865463762,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-25,2024-01-25,2024-01-25,9,main,ADF,c,unit_root,0.0,bic,True,ok,-3.8284994659584317,0.0026288237701464746,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-25,2024-01-25,2024-01-25,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-4.662046884181103,9.910875227301352e-05,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-25,2024-01-25,2024-01-25,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.24537037949784823,0.19465335961814328,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-25,2024-01-25,2024-01-25,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-3.8284994659584317,0.0026288237701464746,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-25,2024-01-25,2024-01-25,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-4.662046884181103,9.910875227301352e-05,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-25,2024-01-25,2024-01-25,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.24537037949784823,0.19465335961814328,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-26,2024-01-26,2024-01-26,9,main,ADF,c,unit_root,0.0,bic,True,ok,-2.70746231579424,0.07275584038220015,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-26,2024-01-26,2024-01-26,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.7644487059403198,0.06353419795646492,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-26,2024-01-26,2024-01-26,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.1551977907328464,0.37476847996176665,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-26,2024-01-26,2024-01-26,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-2.70746231579424,0.07275584038220015,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-26,2024-01-26,2024-01-26,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.7644487059403198,0.06353419795646492,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-26,2024-01-26,2024-01-26,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.1551977907328464,0.37476847996176665,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-29,2024-01-29,2024-01-29,9,main,ADF,c,unit_root,0.0,bic,True,ok,-3.4668224119624234,0.008881185925596592,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-29,2024-01-29,2024-01-29,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-3.3872423661783904,0.011401543280055522,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-29,2024-01-29,2024-01-29,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.34436859816123744,0.10216706009602944,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-29,2024-01-29,2024-01-29,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-3.4668224119624234,0.008881185925596592,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,True,
60min,2024-01-29,2024-01-29,2024-01-29,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-3.3872423661783904,0.011401543280055522,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,True,
60min,2024-01-29,2024-01-29,2024-01-29,9,lag_sensitivity,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.34436859816123744,0.10216706009602944,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-30,2024-01-30,2024-01-30,9,main,ADF,c,unit_root,0.0,bic,True,ok,-2.350705662218713,0.1561352011558671,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-30,2024-01-30,2024-01-30,9,main,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.322209879649101,0.16490485895262041,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
60min,2024-01-30,2024-01-30,2024-01-30,9,main,KPSS,c,level_or_trend_stationarity,,Bartlett_short_bandwidth,True,ok,0.27933415261434563,0.1550685910267233,0.7428,0.4614,0.3475,2,9,False,
60min,2024-01-30,2024-01-30,2024-01-30,9,lag_sensitivity,ADF,c,unit_root,0.0,aic,True,ok,-2.350705662218713,0.1561352011558671,-4.6651863281249994,-3.3671868750000002,-2.802960625,0,8,False,
60min,2024-01-30,2024-01-30,2024-01-30,9,lag_sensitivity,PP,c,unit_root,,Bartlett_short_bandwidth,True,ok,-2.322209879649101,0.16490485895262041,-4.6651863281249994,-3.3671868750000002,-2.802960625,2,8,False,
